Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",14,3,7,21,,,,2.0,,,,,1.0,2.0,,,,,,,,,
18,"Cameron, Leon",16,6,8,24,,,,1.0,,,,,1.0,2.0,,,,,,,,,
16,"Croft, Matthew",10,4,2,12,,4.0,,,,,,,2.0,,,,,,,,,,
32,"Ellis, Craig",7,2,4,11,,,,2.0,,,,,2.0,1.0,,,,,,,,,
3,"Grant, Chris",10,7,3,13,3,2.0,,1.0,,,,,,3.0,,,,,,,,,
1,"Grgic, Ilija",10,8,7,17,2,1.0,10.0,2.0,,,,,2.0,2.0,,,,,,,,,
7,"Hawkins, Doug",6,3,1,7,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Hunter, Mark",21,3,1,22,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",8,2,5,13,1,,,1.0,,,,,3.0,,,,,,,,,,
12,"Koster, Kym",7,2,5,12,,1.0,,1.0,,,,,,2.0,,,,,,,,,
35,"Kretiuk, Steven",5,2,3,8,,,,1.0,,,,,2.0,,,,,,,,,,
39,"Liberatore, Tony",13,3,8,21,,,,8.0,,,,,,,,,,,,,,,
9,"Nicholson, Brad",12,3,6,18,,1.0,,,,,,,5.0,1.0,,,,,,,,,
22,"Quill, Peter",6,,4,10,,,,1.0,,,,,1.0,,,,,,,,,,
34,"Sexton, Ben",1,1,,1,,,,,,,,,,,,,,,,,,,
5,"Smith, Rohan",8,5,3,11,1,,,2.0,,,,,1.0,,,,,,,,,,
8,"Southern, Daniel",,,1,1,,,,,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",10,4,3,13,,,,,,,,,2.0,,,,,,,,,,
25,"Watts, Jason",9,1,5,14,,,,,,,,,2.0,,,,,,,,,,
14,"West, Scott",15,2,9,24,,,,2.0,,,,,1.0,2.0,,,,,,,,,
15,"Wynd, Scott",1,2,5,6,,1.0,6.0,,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,63,90,279,8,13.0,16.0,29.0,,,,,30.0,18.0,,,,,,,,,
Opposition,Opposition,206,94,137,343,20,5.0,15.0,25.0,,,,,18.0,30.0,6.0,,,,,,,,
