Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",19y 224d,30 (14-0-16 46.67%),15 (0.50),←,
3,"Bizzell, Clint",27y 57d,118 (49-1-68 41.95%),79 (0.67),43 (17-0-26 39.53%),7 (0.16)
25,"Brown, Nathan",27y 10d,73 (32-0-41 43.84%),20 (0.27),←,
32,"Bruce, Cameron",23y 328d,84 (40-0-44 47.62%),98 (1.17),←,
41,"Carroll, Nathan",22y 308d,6 (0-0-6 0.00%),,←,
35,"Ferguson, Ryan",21y 329d,16 (5-0-11 31.25%),1 (0.06),←,
30,"Godfrey, Simon",22y 310d,45 (18-0-27 40.00%),5 (0.11),←,
18,"Green, Brad",22y 164d,82 (39-0-43 47.56%),128 (1.56),←,
40,"Jamar, Mark",20y 15d,8 (2-0-6 25.00%),2 (0.25),←,
11,"Jolly, Darren",21y 291d,40 (16-0-24 40.00%),11 (0.28),←,
23,"McDonald, James",26y 323d,113 (52-0-61 46.02%),33 (0.29),←,
9,"Neitz, David",28y 214d,225 (100-0-125 44.44%),424 (1.88),←,
43,"Rigoni, Guy",29y 28d,88 (43-0-45 48.86%),29 (0.33),←,
27,"Rivers, Jared",18y 310d,3 (0-0-3 0.00%),,←,
24,"Robertson, Russell",24y 273d,121 (57-0-64 47.11%),190 (1.57),←,
15,"Smith, Nick",18y 362d,2 (1-0-1 50.00%),,←,
6,"Thompson, Scott",20y 163d,26 (8-0-18 30.77%),8 (0.31),←,
42,"Walsh, Peter",27y 31d,90 (43-0-47 47.78%),24 (0.27),←,
10,"Ward, Daniel",26y 46d,86 (34-0-52 39.53%),24 (0.28),←,
45,"Whelan, Matthew",23y 284d,67 (29-0-38 43.28%),8 (0.12),←,
26,"Williams, Luke",23y 238d,45 (18-0-27 40.00%),8 (0.18),←,
13,"Yze, Adem",25y 337d,186 (80-0-106 43.01%),134 (0.72),←,
Totals,Totals,23y 294d,1554 (680-1-873 43.76%),1241 (0.80),,
C,"Daniher, Neale",42y 190d,139 (66-0-73 47.48%),,←,
