Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",26y 31d,38 (17-1-20 46.05%),4 (0.11),20 (10-1-9 52.50%),
42,"Brogan, Dean",22y 240d,6 (5-0-1 83.33%),2 (0.33),←,
7,"Burgoyne, Peter",23y 194d,83 (38-2-43 46.99%),80 (0.96),←,
25,"Carr, Josh",21y 104d,33 (19-1-13 59.09%),16 (0.48),←,
12,"Cockatoo-Collins, Che",26y 159d,116 (66-3-47 58.19%),166 (1.43),31 (19-0-12 61.29%),57 (1.84)
35,"Cornes, Chad",21y 272d,46 (23-1-22 51.09%),44 (0.96),←,
17,"Dew, Stuart",21y 358d,71 (34-2-35 49.30%),93 (1.31),←,
8,"Francis, Fabian",27y 291d,104 (48-2-54 47.12%),58 (0.56),81 (41-2-38 51.85%),41 (0.51)
10,"Francou, Josh",27y 4d,101 (48-3-50 49.01%),49 (0.49),←,
34,"Guerra, Brent",19y 74d,27 (18-0-9 66.67%),14 (0.52),←,
18,"Harwood, Mark",23y 125d,30 (13-2-15 46.67%),19 (0.63),←,
38,"James, Roger",25y 294d,72 (36-2-34 51.39%),50 (0.69),←,
29,"Kingsley, Adam",25y 356d,88 (44-2-42 51.14%),19 (0.22),←,
33,"Mead, Darren",30y 135d,105 (50-3-52 49.05%),8 (0.08),←,
3,"Montgomery, Brett",28y 71d,101 (60-2-39 60.40%),75 (0.74),41 (20-1-20 50.00%),21 (0.51)
14,"Paxman, Stephen",30y 250d,204 (70-2-132 34.80%),33 (0.16),102 (48-2-52 48.04%),15 (0.15)
1,"Primus, Matthew",26y 211d,100 (39-2-59 40.00%),33 (0.33),80 (38-2-40 48.75%),28 (0.35)
6,"Schofield, Jarrad",26y 193d,121 (68-1-52 56.61%),83 (0.69),58 (29-1-28 50.86%),49 (0.84)
36,"Stevens, Nick",21y 220d,76 (37-2-37 50.00%),47 (0.62),←,
16,"Tredrea, Warren",22y 230d,77 (37-1-39 48.70%),142 (1.84),←,
2,"Wakelin, Darryl",27y,133 (65-1-67 49.25%),8 (0.06),18 (12-0-6 66.67%),
4,"Wanganeen, Gavin",28y 54d,207 (115-5-87 56.76%),132 (0.64),80 (42-2-36 53.75%),69 (0.86)
Totals,Totals,25y 76d,1939 (950-40-949 48.99%),1175 (0.61),,
C,"Williams, Mark",42y 355d,64 (32-1-31 50.78%),,←,
