Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Bond, Shane",11,5,9,20,,,,1.0,,,,,2.0,3.0,2.0,,,,,,,,
3,"Breuer, Shayne",11,3,9,20,,1.0,,,,,,,,,,,,,,,,,
21,"Brown, David",14,4,8,22,2,,,2.0,,,,,2.0,,,,,,,,,,
26,"Burgoyne, Peter",3,1,3,6,,,,,,,,,,1.0,,,,,,,,,
6,"Cummings, Scott",10,4,1,11,4,4.0,,2.0,,,,,2.0,,,,,,,,,,
28,"Daniels, Stephen",4,1,1,5,,,,3.0,,,,,,,,,,,,,,,
19,"Dickie, Donald",9,3,9,18,,,,,,,,,,,,,,,,,,,
4,"Downsborough, Ian",,1,1,1,,,1.0,1.0,,,,,,,,,,,,,,,
25,"Eagleton, Nathan",4,,,4,,,,,,,,,,,,,,,,,,,
8,"Francis, Fabian",19,4,2,21,,,,,,,,,2.0,,,,,,,,,,
10,"Francou, Josh",17,4,4,21,2,1.0,,1.0,,,,,4.0,2.0,,,,,,,,,
39,"Heuskes, Adam",12,7,6,18,,,,,,,,,2.0,1.0,,,,,,,,,
38,"James, Roger",3,1,5,8,,,,,,,,,1.0,,,,,,,,,,
20,"Lade, Brendon",10,6,5,15,,1.0,9.0,2.0,,,,,2.0,,,,,,,,,,
9,"Lyle, Brayden",13,3,7,20,1,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
33,"Mead, Darren",9,3,3,12,,,,,,,,,1.0,2.0,,,,,,,,,
14,"Paxman, Stephen",6,3,4,10,,,,,,,,,2.0,2.0,,,,,,,,,
2,"Primus, Matthew",3,3,6,9,,,12.0,2.0,,,,,2.0,1.0,,,,,,,,,
24,"Squire, Damian",4,,5,9,2,,,1.0,,,,,,,,,,,,,,,
1,"Wanganeen, Gavin",10,4,8,18,1,2.0,,2.0,,,,,1.0,,1.0,,,,,,,,
15,"Wilson, Michael",10,2,13,23,1,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,62,109,291,13,15.0,22.0,18.0,,,,,25.0,13.0,3.0,,,,,,,,
Opposition,Opposition,194,83,104,298,13,15.0,19.0,44.0,,,,,13.0,25.0,3.0,,,,,,,,
