Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Ball, Jason",28y 264d,128 (76-0-52 59.38%),145 (1.13),25 (13-0-12 52.00%),31 (1.24)
24,"Bolton, Jude",21y 150d,44 (21-0-23 47.73%),29 (0.66),←,
8,"Cresswell, Daryn",30y 82d,199 (86-1-112 43.47%),169 (0.85),←,
28,"Crouch, Jared",23y 160d,82 (42-0-40 51.22%),16 (0.20),←,
6,"Dunkley, Andrew",33y 44d,195 (84-2-109 43.59%),10 (0.05),←,
26,"Feast, Simon",26y 254d,14 (8-0-6 57.14%),3 (0.21),←,
40,"Fixter, Ben",20y 50d,5 (3-0-2 60.00%),,←,
37,"Goodes, Adam",21y 216d,61 (30-0-31 49.18%),88 (1.44),←,
14,"Kelly, Paul",32y 15d,214 (83-3-128 39.49%),185 (0.86),←,
31,"Kirk, Brett",24y 291d,27 (13-0-14 48.15%),14 (0.52),←,
4,"Mathews, Ben",22y 256d,62 (32-0-30 51.61%),9 (0.15),←,
11,"Maxfield, Stuart",29y 125d,222 (112-2-108 50.90%),128 (0.58),133 (77-1-55 58.27%),63 (0.47)
13,"McPherson, Daniel",26y 38d,90 (52-1-37 58.33%),28 (0.31),←,
23,"Nicks, Matthew",26y 91d,107 (61-0-46 57.01%),59 (0.55),←,
5,"OKeefe, Ryan",20y 200d,15 (8-0-7 53.33%),5 (0.33),←,
19,"OLoughlin, Michael",24y 173d,142 (79-1-62 55.99%),208 (1.46),←,
43,"Piltz, Brent",22y 272d,1 (0-0-1 0.00%),,←,
22,"Saddington, Jason",21y 293d,85 (45-0-40 52.94%),26 (0.31),←,
2,"Schwass, Wayne",32y 258d,270 (147-0-123 54.44%),151 (0.56),86 (46-0-40 53.49%),54 (0.63)
7,"Seymour, Brad",25y 101d,115 (62-1-52 54.35%),9 (0.08),←,
1,"Stafford, Greg",26y 350d,128 (62-1-65 48.83%),57 (0.45),←,
10,"Williams, Paul",28y 131d,208 (92-2-114 44.71%),245 (1.18),19 (11-0-8 57.89%),22 (1.16)
Totals,Totals,25y 323d,2414 (1198-14-1202 49.63%),1584 (0.66),,
C,"Eade, Rodney",43y 130d,136 (77-1-58 56.99%),,←,
