Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Brand, Kaiden",13,9,6,19,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,9.0,12.0,1.0,,4.0,,,89.0
22,"Breust, Luke",12,4,8,20,3,1.0,,3.0,1.0,2.0,3.0,1.0,1.0,,,10.0,8.0,,1.0,,,,83.0
9,"Burgoyne, Shaun",10,3,14,24,1,,,5.0,2.0,3.0,3.0,2.0,1.0,,,11.0,11.0,,,2.0,1.0,2.0,75.0
5,"Burton, Ryan",15,6,9,24,,,,3.0,4.0,2.0,,1.0,,,,4.0,16.0,,,4.0,1.0,,78.0
12,"Frawley, James",15,7,3,18,,,,1.0,3.0,3.0,,,,,,1.0,16.0,,,10.0,,2.0,96.0
6,"Gibson, Josh",8,4,13,21,,,,1.0,3.0,2.0,,3.0,,1.0,,4.0,16.0,,,8.0,,,94.0
19,"Gunston, Jack",15,6,6,21,3,1.0,,2.0,1.0,2.0,2.0,2.0,,,,5.0,16.0,,1.0,6.0,,1.0,89.0
37,"Hardwick, Blake",10,4,9,19,,,,,2.0,3.0,1.0,2.0,,,,5.0,14.0,,,4.0,,1.0,78.0
4,"Hartung, Billy",13,4,13,26,,,,2.0,3.0,2.0,1.0,4.0,,1.0,,8.0,20.0,,,1.0,2.0,,84.0
15,"Hodge, Luke",11,5,11,22,,,,2.0,4.0,2.0,1.0,4.0,1.0,,,5.0,18.0,,,5.0,,1.0,83.0
17,"Howe, Daniel",6,,7,13,,,,9.0,,1.0,4.0,4.0,1.0,1.0,,5.0,7.0,,,2.0,,,76.0
29,"Langford, Will",10,2,13,23,,,,3.0,2.0,2.0,6.0,5.0,1.0,1.0,,15.0,8.0,,,4.0,,,80.0
7,"McEvoy, Ben",8,7,9,17,1,,43.0,5.0,1.0,,,2.0,,1.0,3.0,11.0,7.0,4.0,2.0,6.0,,,82.0
3,"Mitchell, Tom",12,5,25,37,,,,6.0,1.0,3.0,6.0,1.0,,1.0,2.0,18.0,22.0,,,2.0,,,84.0
23,"OBrien, Tim",9,6,6,15,3,2.0,8.0,2.0,1.0,2.0,1.0,,1.0,,,4.0,10.0,2.0,3.0,2.0,,,78.0
28,"Puopolo, Paul",13,1,4,17,1,1.0,,8.0,,3.0,2.0,4.0,3.0,,,5.0,10.0,,,,,1.0,71.0
33,"Rioli, Cyril",7,3,8,15,1,1.0,,6.0,,3.0,2.0,1.0,2.0,1.0,,9.0,6.0,1.0,1.0,2.0,,2.0,72.0
2,"Roughead, Jarryd",6,3,9,15,3,,,1.0,,1.0,,1.0,,,,7.0,8.0,2.0,2.0,,,1.0,87.0
26,"Shiels, Liam",17,6,9,26,1,1.0,,7.0,,7.0,5.0,1.0,2.0,1.0,1.0,12.0,15.0,,1.0,2.0,,2.0,76.0
21,"Sicily, James",10,5,7,17,2,1.0,,,,3.0,,2.0,,1.0,,3.0,10.0,,,4.0,,,79.0
16,"Smith, Isaac",17,6,8,25,,1.0,,1.0,1.0,7.0,1.0,2.0,1.0,,,5.0,20.0,,,3.0,1.0,,80.0
24,"Stratton, Ben",8,3,14,22,,,,4.0,3.0,2.0,,1.0,1.0,,,7.0,16.0,,,4.0,1.0,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,245,99,211,456,19,11.0,51.0,72.0,34.0,56.0,40.0,44.0,16.0,10.0,6.0,163.0,286.0,10.0,11.0,75.0,6.0,13.0,
Opposition,Opposition,186,80,173,359,11,9.0,40.0,79.0,33.0,49.0,40.0,50.0,10.0,16.0,,141.0,219.0,15.0,12.0,51.0,3.0,7.0,
