Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",21y 12d,49 (23-1-25 47.96%),4 (0.08),←,
46,"Brown, Callum",21y 322d,4 (2-0-2 50.00%),6 (1.50),←,
5,"Bruhn, Tanner",20y 37d,25 (10-0-15 40.00%),10 (0.40),←,
3,"Coniglio, Stephen",28y 200d,171 (77-1-93 45.32%),98 (0.57),←,
13,"Cumming, Isaac",23y 326d,48 (22-1-25 46.88%),1 (0.02),←,
1,"Davis, Phil",31y 307d,191 (92-3-96 48.95%),7 (0.04),173 (81-3-89 47.69%),6 (0.03)
30,"Flynn, Matt",24y 293d,22 (7-1-14 34.09%),9 (0.41),←,
4,"Greene, Toby",28y 281d,186 (85-2-99 46.24%),253 (1.36),←,
12,"Green, Tom",21y 161d,39 (17-1-21 44.87%),17 (0.44),←,
19,"Haynes, Nick",30y 46d,176 (84-4-88 48.86%),10 (0.06),←,
27,"Himmelberg, Harry",26y 56d,120 (67-2-51 56.67%),146 (1.22),←,
23,"Hogan, Jesse",27y 141d,111 (51-0-60 45.95%),212 (1.91),21 (10-0-11 47.62%),42 (2.00)
39,"Idun, Connor",21y 339d,41 (18-1-22 45.12%),,←,
22,"Kelly, Josh",27y 141d,170 (90-3-77 53.82%),105 (0.62),←,
40,"Kennedy, Adam",29y 356d,142 (58-1-83 41.20%),14 (0.10),←,
38,"Lloyd, Daniel",30y 135d,71 (37-4-30 54.93%),61 (0.86),←,
33,"OHalloran, Xavier",21y 357d,28 (13-1-14 48.21%),6 (0.21),←,
28,"Sproule, Zach",24y 52d,16 (9-0-7 56.25%),13 (0.81),←,
14,"Taranto, Tim",24y 156d,109 (59-2-48 55.05%),46 (0.42),←,
15,"Taylor, Sam",23y 59d,68 (38-0-30 55.88%),1 (0.01),←,
8,"Ward, Callan",32y 84d,263 (117-4-142 45.25%),130 (0.49),203 (85-4-114 42.86%),97 (0.48)
10,"Wehr, Jacob",23y 363d,6 (3-0-3 50.00%),3 (0.50),←,
6,"Whitfield, Lachie",27y 350d,180 (87-4-89 49.44%),68 (0.38),←,
Totals,Totals,25y 294d,2236 (1066-36-1134 47.67%),1220 (0.55),,
C,"McVeigh, Mark",41y 158d,6 (3-0-3 50.00%),,←,
