Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",22y 252d,72 (34-0-38 47.22%),35 (0.49),←,
5,"Broadbent, Matthew",20y 252d,17 (6-0-11 35.29%),4 (0.24),←,
20,"Brogan, Dean",32y 117d,165 (96-1-68 58.48%),49 (0.30),←,
27,"Carlile, Alipate",23y 345d,77 (33-0-44 42.86%),4 (0.05),←,
30,"Chaplin, Troy",25y 46d,104 (47-1-56 45.67%),9 (0.09),←,
35,"Cornes, Chad",31y 149d,232 (132-1-99 57.11%),168 (0.72),←,
18,"Cornes, Kane",28y 95d,209 (115-1-93 55.26%),80 (0.38),←,
41,"Davenport, Jason",25y 218d,26 (10-0-16 38.46%),28 (1.08),←,
17,"Gray, Robbie",23y 11d,49 (22-0-27 44.90%),76 (1.55),←,
8,"Hartlett, Hamish",20y 239d,16 (6-0-10 37.50%),7 (0.44),←,
47,"Irons, Jarrad",18y 202d,3 (0-0-3 0.00%),3 (1.00),←,
44,"Logan, Tom",25y 282d,75 (28-0-47 37.33%),20 (0.27),72 (28-0-44 38.89%),20 (0.28)
4,"Motlop, Daniel",29y 25d,118 (48-1-69 41.10%),192 (1.63),71 (28-0-43 39.44%),139 (1.96)
13,"OShea, Cameron",19y 28d,3 (0-0-3 0.00%),,←,
6,"Pearce, Danyle",25y 3d,118 (52-0-66 44.07%),68 (0.58),←,
29,"Pittard, Jasper",20y 9d,3 (0-0-3 0.00%),,←,
15,"Rodan, David",27y 184d,153 (59-0-94 38.56%),116 (0.76),88 (40-0-48 45.45%),73 (0.83)
43,"Stewart, Daniel",22y 162d,14 (4-0-10 28.57%),14 (1.00),←,
14,"Stewart, Paul",23y 274d,41 (15-0-26 36.59%),4 (0.10),←,
21,"Thomas, Matt",24y 42d,52 (18-0-34 34.62%),16 (0.31),←,
12,"Trengove, Jackson",20y 159d,22 (7-0-15 31.82%),3 (0.14),←,
39,"Westhoff, Justin",24y 191d,72 (33-0-39 45.83%),98 (1.36),←,
Totals,Totals,24y 100d,1641 (765-5-871 46.62%),994 (0.61),,
C,"Primus, Matthew",36y 88d,10 (5-0-5 50.00%),,←,
