Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Bowes, Jack",13,2,7,20,1,,,1.0,3.0,1.0,2.0,6.0,1.0,1.0,,8.0,10.0,,,1.0,,,78.0
41,"Brodie, Will",12,,15,27,,1.0,,6.0,1.0,5.0,6.0,4.0,,,,12.0,13.0,,,2.0,1.0,,81.0
8,"Fiorini, Brayden",10,2,3,13,,,,9.0,,2.0,,2.0,,1.0,,6.0,8.0,,,2.0,,,81.0
5,"Harbrow, Jarrod",20,2,4,24,,,,1.0,7.0,4.0,2.0,4.0,1.0,2.0,,9.0,12.0,,,3.0,,1.0,88.0
40,"Heron, Jacob",2,,2,4,,,,4.0,1.0,1.0,,2.0,2.0,2.0,,4.0,2.0,,,1.0,,,80.0
39,"Holman, Nick",3,1,6,9,,,,4.0,,,1.0,4.0,1.0,2.0,,4.0,5.0,,,2.0,,,86.0
38,"Joyce, Jesse",8,1,4,12,,,,1.0,,,1.0,4.0,1.0,2.0,,3.0,7.0,,,5.0,,,85.0
10,"Kolodjashnij, Kade",7,5,3,10,,1.0,,,2.0,2.0,,2.0,,,,3.0,8.0,,,10.0,,,87.0
23,"Lemmens, Sean",6,1,4,10,,1.0,,4.0,,5.0,,4.0,,2.0,,2.0,8.0,,,1.0,,,84.0
7,"Lonergan, Jesse",9,1,13,22,,,,9.0,2.0,1.0,7.0,3.0,,,,15.0,8.0,,,1.0,,,79.0
25,"Lyons, Jarryd",18,2,11,29,,1.0,,3.0,1.0,4.0,11.0,4.0,,1.0,,20.0,8.0,,1.0,1.0,,,86.0
17,"May, Steven",15,7,2,17,1,2.0,,4.0,7.0,2.0,,3.0,2.0,1.0,,3.0,10.0,1.0,1.0,13.0,,,89.0
11,"Miller, Touk",5,1,19,24,,1.0,,7.0,5.0,,4.0,3.0,1.0,2.0,,16.0,9.0,,1.0,2.0,,,81.0
27,"Powell, Wil",6,2,3,9,1,2.0,,3.0,,2.0,,1.0,,1.0,,2.0,7.0,,1.0,2.0,,,79.0
35,"Rischitelli, Michael",6,3,4,10,,,,8.0,2.0,,,2.0,,,,4.0,5.0,,,1.0,,,87.0
6,"Sexton, Alex",10,1,3,13,,3.0,,4.0,1.0,4.0,3.0,4.0,1.0,2.0,,7.0,8.0,,,2.0,,,90.0
24,"Swallow, David",6,,3,9,,,,2.0,,2.0,2.0,,1.0,,,4.0,5.0,,,,,,20.0
16,"Thompson, Rory",2,2,3,5,,1.0,,3.0,1.0,1.0,,1.0,,1.0,,2.0,3.0,,,13.0,,,92.0
14,"Weller, Lachie",8,1,12,20,,,,7.0,2.0,4.0,4.0,1.0,1.0,,,10.0,10.0,,,1.0,3.0,,81.0
28,"Witts, Jarrod",9,3,4,13,,,60.0,3.0,2.0,1.0,6.0,3.0,1.0,1.0,,7.0,4.0,1.0,,1.0,,,84.0
30,"Wright, Peter",6,3,3,9,2,,8.0,1.0,1.0,,,2.0,2.0,1.0,,11.0,1.0,2.0,,7.0,,,90.0
15,"Young, Aaron",10,,2,12,,,,7.0,,3.0,1.0,2.0,1.0,,,3.0,6.0,,,1.0,,1.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,40,130,321,5,14.0,68.0,91.0,38.0,44.0,50.0,61.0,16.0,22.0,,155.0,157.0,4.0,4.0,72.0,4.0,2.0,
Opposition,Opposition,239,86,144,383,12,7.0,52.0,82.0,36.0,52.0,44.0,48.0,22.0,16.0,6.0,155.0,210.0,12.0,9.0,60.0,5.0,8.0,
