Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Brown, Nathan",3,1,4,7,,1.0,,1.0,1.0,,,,1.0,,,2.0,5.0,,,,,,
32,"Bruce, Cameron",,,3,3,,,,,1.0,,,,,,,1.0,3.0,,,,,,
33,"Farmer, Jeff",7,4,2,9,2,5.0,,2.0,,,,,,,,3.0,5.0,1.0,4.0,1.0,,,
21,"Febey, Steven",12,1,5,17,,,,2.0,4.0,3.0,,5.0,,1.0,,5.0,11.0,,,2.0,3.0,,
4,"Grgic, Brent",4,4,5,9,,1.0,,2.0,2.0,2.0,1.0,,,,,3.0,6.0,,1.0,1.0,,,
27,"Ingerson, Anthony",1,,,1,,,,,,,,1.0,1.0,1.0,,,,,,3.0,,,
36,"Leoncelli, Andrew",18,8,8,26,,1.0,,1.0,5.0,6.0,3.0,2.0,2.0,,,7.0,19.0,,2.0,2.0,2.0,,
35,"McDonald, Anthony",10,4,8,18,,1.0,,2.0,5.0,3.0,,,2.0,,,7.0,10.0,,,1.0,,,
23,"McDonald, James",4,,6,10,,,,3.0,,1.0,1.0,1.0,,,,3.0,6.0,,,,1.0,,
9,"Neitz, David",12,6,5,17,,1.0,,2.0,5.0,,,3.0,,,,9.0,9.0,2.0,2.0,,,,
7,"Powell, Stephen",15,7,16,31,1,1.0,,1.0,2.0,4.0,7.0,3.0,1.0,2.0,,8.0,22.0,1.0,1.0,,1.0,,
43,"Rigoni, Guy",14,4,6,20,,,,2.0,,1.0,2.0,2.0,,,,7.0,13.0,,,1.0,,,
24,"Robertson, Russell",17,12,4,21,3,3.0,,,2.0,7.0,1.0,1.0,,,,8.0,13.0,1.0,4.0,,1.0,,
5,"Schwarz, David",16,10,7,23,,5.0,1.0,2.0,,8.0,2.0,2.0,2.0,1.0,,5.0,18.0,,3.0,3.0,,,
46,"Simmonds, Troy",5,3,7,12,,,9.0,2.0,2.0,1.0,1.0,,,1.0,,5.0,7.0,1.0,,,,,
42,"Walsh, Peter",6,7,15,21,,,,1.0,1.0,1.0,1.0,,1.0,2.0,,9.0,12.0,1.0,,3.0,1.0,,
31,"Wheatley, Paul",4,,1,5,,,,1.0,1.0,1.0,,,,,,3.0,2.0,,,,,,
45,"Whelan, Matthew",9,2,11,20,,1.0,,,1.0,2.0,2.0,2.0,1.0,1.0,,8.0,11.0,,,,,,
34,"White, Jeff",13,8,13,26,,1.0,8.0,,1.0,3.0,4.0,3.0,,,,13.0,13.0,1.0,,,2.0,,
49,"Williams, Luke",1,2,1,2,,,,,,,,1.0,,1.0,,,2.0,,1.0,,,,
22,"Woewodin, Shane",13,5,12,25,1,,,,4.0,2.0,3.0,5.0,,,,7.0,18.0,,1.0,,4.0,,
13,"Yze, Adem",15,1,3,18,1,,,2.0,1.0,6.0,,,,,,5.0,13.0,1.0,,,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,89,142,341,8,22.0,18.0,26.0,38.0,51.0,28.0,31.0,11.0,10.0,,118.0,218.0,9.0,19.0,17.0,16.0,,
Opposition,Opposition,217,117,114,331,15,15.0,23.0,41.0,36.0,59.0,28.0,21.0,10.0,11.0,6.0,116.0,209.0,19.0,15.0,29.0,15.0,,
