Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
20,"Brogan, Dean",30y 196d,134 (83-1-50 62.31%),41 (0.31),←,
7,"Burgoyne, Peter",31y 150d,236 (131-3-102 56.14%),193 (0.82),←,
27,"Carlile, Alipate",22y 59d,44 (20-0-24 45.45%),1 (0.02),←,
2,"Carr, Josh",29y 60d,197 (121-1-75 61.68%),108 (0.55),114 (81-1-32 71.49%),64 (0.56)
1,"Cassisi, Domenic",26y 279d,140 (80-1-59 57.50%),60 (0.43),←,
30,"Chaplin, Troy",23y 125d,74 (36-1-37 49.32%),9 (0.12),←,
18,"Cornes, Kane",26y 174d,175 (102-1-72 58.57%),71 (0.41),←,
41,"Davenport, Jason",23y 297d,3 (1-0-2 33.33%),3 (1.00),←,
33,"Ebert, Brett",25y 222d,111 (55-1-55 50.00%),166 (1.50),←,
17,"Gray, Robbie",21y 90d,27 (11-0-16 40.74%),35 (1.30),←,
29,"Krakouer, Nathan",21y 54d,24 (14-0-10 58.33%),6 (0.25),←,
5,"Lade, Brendon",32y 353d,225 (125-3-97 56.22%),175 (0.78),←,
44,"Logan, Tom",23y 361d,49 (20-0-29 40.82%),14 (0.29),46 (20-0-26 43.48%),14 (0.30)
26,"Lower, Nick",22y 5d,18 (6-0-12 33.33%),,←,
42,"Meyer, Danny",22y 329d,19 (8-0-11 42.11%),7 (0.37),2 (0-0-2 0.00%),
6,"Pearce, Danyle",23y 82d,84 (39-0-45 46.43%),50 (0.60),←,
36,"Pettigrew, Michael",24y 104d,89 (41-0-48 46.07%),25 (0.28),←,
15,"Rodan, David",25y 263d,123 (48-0-75 39.02%),101 (0.82),58 (29-0-29 50.00%),58 (1.00)
9,"Surjan, Jacob",23y 317d,79 (41-0-38 51.90%),12 (0.15),←,
28,"Thurstans, Toby",28y 318d,103 (60-1-42 58.74%),55 (0.53),←,
16,"Tredrea, Warren",30y 186d,240 (137-2-101 57.50%),523 (2.18),←,
39,"Westhoff, Justin",22y 270d,42 (20-0-22 47.62%),65 (1.55),←,
Totals,Totals,25y 212d,2236 (1199-15-1022 53.62%),1720 (0.77),,
C,"Williams, Mark",50y 311d,249 (142-2-105 57.43%),,←,
