Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",4,3,16,20,,,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Buckley, Nathan",23,4,5,28,,,,2.0,,,,,3.0,1.0,,,,,,,,,
38,"Cassidy, Brad",,,,,,,,,,,,,,1.0,,,,,,,,,
28,"Crosisca, Gavin",13,7,5,18,,,1.0,,,,,,1.0,2.0,,,,,,,,,
9,"Francis, Matthew",6,2,6,12,,,4.0,1.0,,,,,2.0,1.0,,,,,,,,,
2,"Francis, Tony",6,2,6,12,,,,1.0,,,,,1.0,2.0,,,,,,,,,
4,"James, Aaron",4,2,1,5,,,1.0,,,,,,1.0,3.0,,,,,,,,,
33,"Liddell, Chad",5,1,1,6,1,,,4.0,,,,,1.0,,,,,,,,,,
8,"Mahoney, Josh",2,,,2,,,,,,,,,,2.0,,,,,,,,,
27,"McDonald, Alex",9,1,4,13,,,,1.0,,,,,,,,,,,,,,,
48,"Michael, Mal",2,1,3,5,,,1.0,,,,,,1.0,1.0,,,,,,,,,
44,"Osborne, Richard",17,4,4,21,,,,1.0,,,,,6.0,1.0,,,,,,,,,
6,"Patterson, Stephen",7,4,6,13,,,,3.0,,,,,,3.0,,,,,,,,,
23,"Rocca, Anthony",2,2,3,5,,,1.0,,,,,,1.0,1.0,,,,,,,,,
36,"Rocca, Saverio",9,7,3,12,3,3.0,3.0,1.0,,,,,,1.0,,,,,,,,,
29,"Russell, Scott",17,1,8,25,,1.0,,1.0,,,,,,1.0,,,,,,,,,
12,"Schauble, Andrew",9,5,2,11,,1.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,
30,"Sharkey, Paul",10,3,5,15,1,,,2.0,,,,,2.0,,,,,,,,,,
14,"Watson, Shane",9,5,2,11,,1.0,,,,,,,1.0,1.0,,,,,,,,,
22,"Wild, Jason",7,2,7,14,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Williams, Paul",14,4,11,25,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,60,98,273,5,9.0,14.0,22.0,,,,,24.0,25.0,,,,,,,,,
Opposition,Opposition,189,64,96,285,6,12.0,26.0,37.0,,,,,25.0,24.0,6.0,,,,,,,,
