Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",28y 174d,116 (54-1-61 46.98%),40 (0.34),94 (46-1-47 49.47%),32 (0.34)
30,"Bourke, David",21y 191d,45 (26-0-19 57.78%),12 (0.27),←,
17,"Broderick, Paul",27y 197d,178 (84-1-93 47.47%),125 (0.70),85 (45-1-39 53.53%),45 (0.53)
21,"Bulluss, Paul",27y 177d,73 (28-1-44 39.04%),19 (0.26),←,
9,"Campbell, Wayne",24y 299d,135 (58-1-76 43.33%),79 (0.59),←,
40,"Chaffey, Mark",20y 74d,11 (4-0-7 36.36%),2 (0.18),←,
15,"Charles, Justin",26y 294d,84 (43-2-39 52.38%),59 (0.70),48 (25-1-22 53.13%),35 (0.73)
10,"Daffy, Nick",24y 69d,83 (44-1-38 53.61%),111 (1.34),←,
25,"Gale, Brendon",29y 1d,158 (65-1-92 41.46%),169 (1.07),←,
2,"Gaspar, Darren",21y 60d,57 (23-0-34 40.35%),2 (0.04),36 (16-0-20 44.44%),1 (0.03)
20,"Harrison, Ben",22y 183d,20 (9-0-11 45.00%),9 (0.45),18 (7-0-11 38.89%),9 (0.50)
3,"Kellaway, Duncan",24y 152d,93 (46-1-46 50.00%),,←,
33,"Knights, Matthew",26y 287d,168 (63-0-105 37.50%),102 (0.61),←,
8,"Merenda, Mark",21y 263d,54 (31-0-23 57.41%),34 (0.63),←,
13,"Powell, Robert",21y 122d,17 (8-0-9 47.06%),25 (1.47),←,
7,"Prescott, Ashley",24y 311d,62 (31-1-30 50.81%),9 (0.15),←,
12,"Richardson, Matthew",22y 122d,77 (37-0-40 48.05%),243 (3.16),←,
4,"Rogers, Matthew",23y 236d,72 (38-1-33 53.47%),60 (0.83),←,
37,"Ryan, Damien",19y 350d,19 (10-0-9 52.63%),1 (0.05),←,
34,"Thompson, Ewan",20y 112d,3 (1-0-2 33.33%),1 (0.33),←,
29,"Torney, Jason",20y 33d,25 (10-1-14 42.00%),2 (0.08),←,
Totals,Totals,23y 281d,1550 (713-12-825 46.00%),1104 (0.71),,
C,"Walls, Robert",46y 363d,346 (162-2-182 47.11%),,38 (17-0-21 44.74%),
