Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",3,3,8,11,,,23.0,2.0,,1.0,5.0,2.0,1.0,,,7.0,4.0,,,1.0,,,
10,"Backwell, Brett",9,1,2,11,,,,,,3.0,1.0,3.0,3.0,,,3.0,6.0,,,,,,
29,"Beaumont, Simon",14,5,4,18,1,,1.0,,1.0,3.0,1.0,3.0,2.0,2.0,,6.0,14.0,,1.0,1.0,,,
40,"Bourke, Tony",,1,3,3,,,3.0,1.0,,,,1.0,,,,3.0,,1.0,,,,,
21,"Bradley, Craig",19,2,12,31,,1.0,,2.0,6.0,7.0,9.0,2.0,1.0,1.0,,16.0,14.0,,,,5.0,,
39,"Christou, Ang",15,3,3,18,,,,1.0,5.0,5.0,,3.0,1.0,1.0,,1.0,13.0,,,,1.0,,
52,"Culpitt, Heath",8,3,7,15,1,,,1.0,1.0,2.0,2.0,,,2.0,,5.0,10.0,,,1.0,,,
34,"De Iulio, Ron",5,1,3,8,,,,,,1.0,,1.0,1.0,3.0,,1.0,8.0,,,1.0,,,
45,"Franchina, Anthony",10,5,3,13,,,,3.0,3.0,,1.0,1.0,1.0,1.0,,4.0,9.0,,,1.0,,,
36,"Hamill, Aaron",9,6,2,11,1,3.0,,1.0,,4.0,,2.0,,,,5.0,6.0,1.0,2.0,,,,
27,"Hulme, Darren",9,2,10,19,,,,1.0,,3.0,5.0,1.0,1.0,1.0,,13.0,7.0,,,,,,
43,"Koutoufides, Anthony",10,5,8,18,1,,2.0,,2.0,2.0,1.0,2.0,1.0,,,12.0,6.0,2.0,1.0,,,,
12,"Lappin, Matthew",7,4,5,12,1,,,,,2.0,,3.0,,,,6.0,5.0,2.0,1.0,,,,
22,"Manton, Glenn",2,3,7,9,,,,,1.0,,,,1.0,3.0,,3.0,6.0,,,1.0,,,
5,"McKay, Andrew",7,3,4,11,,,,,1.0,2.0,1.0,3.0,1.0,,,5.0,8.0,,,1.0,,,
18,"Murphy, Justin",1,1,2,3,,,,,,1.0,1.0,,,,,1.0,2.0,,,,,,
7,"Ratten, Brett",20,2,12,32,,1.0,2.0,6.0,2.0,8.0,15.0,4.0,1.0,1.0,1.0,18.0,14.0,,1.0,,,,
23,"Rice, Dean",8,2,2,10,,,,,1.0,2.0,1.0,1.0,,,,4.0,6.0,,,,,,
14,"Sexton, Michael",13,5,3,16,,,2.0,1.0,4.0,3.0,,2.0,1.0,3.0,,6.0,10.0,1.0,,3.0,,,
1,"Silvagni, Stephen",9,1,2,11,1,2.0,,3.0,3.0,1.0,,,2.0,1.0,,7.0,3.0,,,,,,
30,"White, Adam",6,6,2,8,2,,1.0,3.0,,1.0,,,,,,1.0,7.0,1.0,2.0,,,,
8,"Whitnall, Lance",7,7,3,10,1,,2.0,,4.0,1.0,,2.0,,,,4.0,6.0,4.0,1.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,71,107,298,9,11.0,36.0,25.0,34.0,52.0,43.0,36.0,18.0,19.0,1.0,131.0,164.0,12.0,9.0,11.0,6.0,,
Opposition,Opposition,222,105,106,328,17,13.0,34.0,28.0,37.0,59.0,33.0,35.0,19.0,18.0,5.0,137.0,193.0,23.0,14.0,28.0,8.0,,
