Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",8,6,3,11,1,,,3.0,,3.0,,5.0,,3.0,,3.0,10.0,1.0,1.0,,,,81.0
35,"Corr, Aidan",9,5,8,17,,,,2.0,3.0,,1.0,,1.0,,,5.0,12.0,1.0,,9.0,,,92.0
1,"Davis, Phil",4,6,9,13,,,,1.0,,1.0,,1.0,,1.0,,4.0,7.0,,,5.0,,,82.0
24,"de Boer, Matt",6,6,11,17,1,,,6.0,,2.0,,2.0,,1.0,,5.0,11.0,,1.0,,,1.0,81.0
4,"Greene, Toby",14,10,9,23,,5.0,,5.0,1.0,7.0,2.0,4.0,2.0,2.0,,12.0,12.0,3.0,4.0,,,,87.0
27,"Himmelberg, Harry",7,1,2,9,,,,2.0,,3.0,,1.0,3.0,,,2.0,7.0,,,,,1.0,79.0
17,"Johnson, Steve",10,6,7,17,,1.0,,3.0,,2.0,1.0,2.0,1.0,1.0,,3.0,13.0,,,1.0,,,68.0
22,"Kelly, Josh",10,1,19,29,,2.0,,10.0,,4.0,6.0,4.0,,2.0,,9.0,21.0,,,,,,83.0
15,"Kennedy, Matthew",10,3,8,18,,,,5.0,4.0,2.0,3.0,1.0,1.0,1.0,,6.0,12.0,,,1.0,2.0,,72.0
41,"Mumford, Shane",3,3,9,12,,,30.0,7.0,,6.0,3.0,4.0,,3.0,,3.0,9.0,,,7.0,,,87.0
12,"Patton, Jonathon",6,3,4,10,2,,,1.0,,1.0,,1.0,1.0,,,4.0,5.0,,1.0,,,,92.0
36,"Perryman, Harry",3,3,4,7,,,,3.0,2.0,1.0,1.0,,,,,4.0,2.0,1.0,,1.0,,,64.0
50,"Reid, Sam",4,2,7,11,,1.0,,1.0,,1.0,1.0,5.0,,2.0,,4.0,8.0,,2.0,3.0,,,82.0
9,"Scully, Tom",9,3,16,25,,1.0,,2.0,1.0,3.0,2.0,3.0,1.0,1.0,,11.0,16.0,,,2.0,2.0,1.0,82.0
23,"Shaw, Heath",17,9,8,25,,,,1.0,7.0,2.0,,6.0,,,,6.0,16.0,1.0,,1.0,5.0,,92.0
5,"Shiel, Dylan",18,3,14,32,2,1.0,,4.0,1.0,4.0,8.0,2.0,2.0,,2.0,11.0,20.0,,1.0,,,,70.0
14,"Taranto, Tim",3,1,6,9,1,,,4.0,1.0,,1.0,3.0,2.0,1.0,,4.0,7.0,,,1.0,,,76.0
20,"Tomlinson, Adam",5,2,8,13,,,,,2.0,3.0,,3.0,,2.0,,5.0,9.0,,,6.0,,,94.0
8,"Ward, Callan",14,6,12,26,1,1.0,,1.0,2.0,3.0,7.0,1.0,,,,9.0,17.0,,,1.0,,1.0,78.0
6,"Whitfield, Lachie",11,10,18,29,1,1.0,,5.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,10.0,21.0,1.0,1.0,3.0,,1.0,84.0
29,"Williams, Zac",14,2,4,18,,1.0,,1.0,1.0,2.0,1.0,3.0,,,,2.0,16.0,,,1.0,1.0,,87.0
16,"Wilson, Nathan",11,4,6,17,,,,2.0,1.0,2.0,,1.0,1.0,1.0,,1.0,15.0,,,1.0,1.0,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,95,192,388,9,16.0,30.0,69.0,29.0,55.0,41.0,55.0,17.0,22.0,3.0,123.0,266.0,8.0,11.0,43.0,11.0,5.0,
Opposition,Opposition,214,107,145,359,10,11.0,39.0,55.0,40.0,41.0,23.0,57.0,22.0,17.0,3.0,132.0,229.0,6.0,10.0,49.0,2.0,6.0,
