Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",14,3,6,20,3,,,1.0,,,,,2.0,1.0,2.0,,,,,,,,
18,"Cameron, Leon",9,3,8,17,,,,,,,,,,,,,,,,,,,
12,"Cook, James",5,3,1,6,2,1.0,,,,,,,1.0,1.0,,,,,,,,,
26,"Cox, Simon",8,1,2,10,,,,,,,,,3.0,1.0,,,,,,,,,
16,"Croft, Matthew",6,5,6,12,2,,,,,,,,2.0,,,,,,,,,,
11,"Curley, Todd",11,6,6,17,,,,6.0,,,,,,1.0,,,,,,,,,
32,"Ellis, Craig",6,3,3,9,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Grant, Chris",7,6,7,14,4,1.0,,1.0,,,,,,3.0,,,,,,,,,
9,"Hudson, Paul",,,,,,,,,,,,,,,,,,,,,,,
6,"Johnson, Brad",18,7,8,26,,,,3.0,,,,,1.0,3.0,,,,,,,,,
2,"Kolyniuk, Steven",6,,3,9,,,,1.0,,,,,,,,,,,,,,,
39,"Liberatore, Tony",8,1,11,19,,,,7.0,,,,,2.0,2.0,,,,,,,,,
1,"Minton-Connell, Simon",,,1,1,,,,,,,,,,,,,,,,,,,
10,"Montgomery, Brett",9,5,3,12,2,2.0,,1.0,,,,,1.0,,,,,,,,,,
36,"Romero, Jose",10,6,3,13,2,,,1.0,,,,,3.0,1.0,,,,,,,,,
5,"Smith, Rohan",16,3,7,23,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Southern, Daniel",8,5,3,11,,,1.0,1.0,,,,,5.0,,,,,,,,,,
25,"Watts, Jason",2,,4,6,,1.0,,,,,,,1.0,1.0,,,,,,,,,
7,"West, Scott",11,,14,25,,,,4.0,,,,,2.0,,,,,,,,,,
24,"Wira, Brad",4,2,6,10,,,,1.0,,,,,3.0,1.0,,,,,,,,,
15,"Wynd, Scott",9,5,7,16,,,16.0,1.0,,,,,2.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,64,109,276,15,10.0,18.0,30.0,,,,,30.0,21.0,2.0,,,,,,,,
Opposition,Opposition,164,58,112,276,17,13.0,22.0,40.0,,,,,21.0,30.0,4.0,,,,,,,,
