Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",27y,198 (126-2-70 64.14%),267 (1.35),6 (2-0-4 33.33%),5 (0.83)
44,"Bock, Nathan",28y 55d,119 (62-0-57 52.10%),57 (0.48),6 (2-0-4 33.33%),
3,"Brennan, Jared",26y 290d,126 (57-3-66 46.43%),78 (0.62),7 (2-0-5 28.57%),3 (0.43)
30,"Brown, Campbell",27y 259d,162 (75-1-86 46.60%),64 (0.40),3 (0-0-3 0.00%),
19,"Daye, Joseph",21y 101d,2 (1-0-1 50.00%),1 (0.50),←,
39,"Day, Sam",18y 250d,2 (1-0-1 50.00%),,←,
5,"Harbrow, Jarrod",22y 300d,77 (42-1-34 55.19%),21 (0.27),7 (2-0-5 28.57%),
7,"Hunt, Karmichael",24y 178d,7 (2-0-5 28.57%),,←,
36,"Iles, Sam",23y 329d,11 (6-0-5 54.55%),3 (0.27),4 (2-0-2 50.00%),3 (0.75)
14,"Krakouer, Nathan",23y 9d,44 (22-0-22 50.00%),12 (0.27),4 (1-0-3 25.00%),5 (1.25)
46,"Lynch, Tom",18y 195d,2 (1-0-1 50.00%),4 (2.00),←,
32,"Matera, Brandon",19y 64d,7 (2-0-5 28.57%),11 (1.57),←,
45,"May, Steven",19y 124d,2 (0-0-2 0.00%),,←,
18,"McKenzie, Trent",19y 41d,7 (2-0-5 28.57%),4 (0.57),←,
22,"Nicholls, Tom",19y 71d,1 (0-0-1 0.00%),,←,
43,"Patrick, Liam",23y 71d,3 (1-0-2 33.33%),2 (0.67),←,
35,"Rischitelli, Michael",25y 126d,118 (51-3-64 44.49%),50 (0.42),7 (2-0-5 28.57%),3 (0.43)
26,"Shaw, Matt",19y 98d,4 (1-0-3 25.00%),3 (0.75),←,
2,"Smith, Zac",21y 81d,7 (2-0-5 28.57%),7 (1.00),←,
25,"Stanley, Danny",23y 85d,12 (3-0-9 25.00%),5 (0.42),7 (2-0-5 28.57%),5 (0.71)
24,"Swallow, David",18y 176d,7 (2-0-5 28.57%),2 (0.29),←,
48,"Tape, Seb",18y 281d,6 (1-0-5 16.67%),,←,
Totals,Totals,22y 78d,924 (460-10-454 49.78%),591 (0.64),,
C,"McKenna, Guy",42y 3d,7 (2-0-5 28.57%),,←,
