Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 35d,204 (127-0-77 62.25%),116 (0.57),←,
38,"Baird, John",21y 321d,5 (3-0-2 60.00%),,←,
12,"Blakey, John",35y 278d,349 (186-0-163 53.30%),107 (0.31),214 (134-0-80 62.62%),69 (0.32)
22,"Burton, Matthew",31y 344d,119 (47-0-72 39.50%),53 (0.45),49 (25-0-24 51.02%),21 (0.43)
23,"Clayton, Shane",23y 186d,92 (48-0-44 52.17%),37 (0.40),74 (46-0-28 62.16%),36 (0.49)
45,"Cochrane, Stuart",23y 282d,38 (18-0-20 47.37%),8 (0.21),←,
2,"Colbert, Leigh",26y 325d,138 (80-1-57 58.33%),62 (0.45),33 (18-0-15 54.55%),12 (0.36)
6,"Grant, Shannon",25y 9d,157 (96-1-60 61.46%),179 (1.14),99 (64-0-35 64.65%),141 (1.42)
39,"Harding, Leigh",21y 2d,7 (3-0-4 42.86%),7 (1.00),←,
29,"Harvey, Brent",23y 349d,114 (73-0-41 64.04%),126 (1.11),←,
34,"King, David",30y 52d,181 (117-0-64 64.64%),92 (0.51),←,
35,"Makepeace, Troy",23y 53d,44 (23-0-21 52.27%),12 (0.27),←,
4,"Martyn, Mick",33y 240d,272 (162-1-109 59.74%),15 (0.06),←,
5,"McCartney, Jason",28y 45d,172 (95-0-77 55.23%),59 (0.34),97 (61-0-36 62.89%),11 (0.11)
32,"Morrell, Digby",22y 200d,8 (4-0-4 50.00%),6 (0.75),←,
44,"Motlop, Shannon",23y 253d,47 (28-0-19 59.57%),25 (0.53),←,
28,"Pickett, Byron",24y 260d,103 (65-0-38 63.11%),53 (0.51),←,
17,"Porter, Mark",25y 199d,60 (31-0-29 51.67%),14 (0.23),5 (3-0-2 60.00%),1 (0.20)
30,"Robbins, Ben",25y 122d,57 (28-2-27 50.88%),16 (0.28),5 (3-0-2 60.00%),2 (0.40)
26,"Rocca, Saverio",28y 159d,182 (81-2-99 45.05%),574 (3.15),26 (11-0-15 42.31%),60 (2.31)
7,"Simpson, Adam",26y 71d,141 (93-0-48 65.96%),46 (0.33),←,
10,"Stevens, Anthony",30y 300d,238 (147-0-91 61.76%),103 (0.43),←,
Totals,Totals,26y 219d,2728 (1555-7-1166 57.00%),1710 (0.63),,
C,"Pagan, Denis",54y 216d,222 (141-0-81 63.51%),,←,
