Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17 ↓,"Blease, Sam",6,1,6,12,,,,,3.0,1.0,1.0,6.0,1.0,,,5.0,7.0,,,1.0,,,41.0
11,"Clark, Mitch",7,1,6,13,1,1.0,7.0,6.0,1.0,1.0,1.0,,1.0,,,5.0,9.0,,1.0,1.0,,,92.0
14 ↑,"Dunn, Lynden",4,,3,7,,,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,,3.0,3.0,,,1.0,,,38.0
20,"Garland, Colin",15,11,5,20,2,2.0,,2.0,1.0,4.0,1.0,5.0,,1.0,,7.0,13.0,3.0,4.0,1.0,,1.0,91.0
18,"Green, Brad",5,2,5,10,,,,2.0,1.0,2.0,,3.0,,1.0,,2.0,8.0,,,2.0,,,73.0
16,"Grimes, Jack",21,5,5,26,,,,2.0,3.0,4.0,2.0,1.0,1.0,,,7.0,20.0,,,1.0,,,83.0
38,"Howe, Jeremy",14,6,10,24,1,,,4.0,2.0,2.0,6.0,3.0,1.0,,,12.0,12.0,1.0,1.0,,,,79.0
40,"Jamar, Mark",4,3,10,14,,,23.0,1.0,,4.0,2.0,2.0,,2.0,,7.0,7.0,1.0,,5.0,,,90.0
2,"Jones, Nathan",15,2,11,26,1,,,9.0,2.0,5.0,8.0,3.0,1.0,3.0,,13.0,13.0,,,1.0,1.0,1.0,77.0
28,"Macdonald, Joel",10,2,5,15,,,,5.0,5.0,,2.0,1.0,,,,5.0,10.0,,,3.0,,,91.0
49,"Magner, James",8,3,7,15,,1.0,,6.0,1.0,2.0,2.0,1.0,3.0,1.0,,6.0,9.0,1.0,,3.0,,,81.0
25,"McDonald, Tom",6,4,8,14,,,,3.0,4.0,1.0,1.0,5.0,1.0,1.0,,7.0,8.0,,,6.0,,,100.0
13,"McKenzie, Jordie",6,1,6,12,,,,5.0,2.0,,2.0,2.0,,1.0,,3.0,9.0,,,4.0,,,79.0
22,"Moloney, Brent",14,2,9,23,1,,,6.0,,10.0,4.0,6.0,,2.0,,11.0,12.0,,,2.0,,1.0,87.0
10,"Morton, Cale",13,8,4,17,1,1.0,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,5.0,12.0,,1.0,2.0,,,72.0
26,"Nicholson, Daniel",10,6,12,22,,1.0,,3.0,1.0,3.0,,1.0,1.0,,1.0,13.0,11.0,2.0,,5.0,,,95.0
27,"Rivers, Jared",14,6,6,20,,,,6.0,5.0,,,3.0,2.0,,,8.0,13.0,1.0,,7.0,,,97.0
30,"Sellar, James",8,6,10,18,,,,2.0,2.0,,1.0,2.0,,1.0,,5.0,13.0,2.0,,13.0,,,98.0
12,"Sylvia, Colin",7,3,5,12,1,2.0,,2.0,1.0,2.0,,,,,,8.0,4.0,1.0,1.0,,,,94.0
35,"Tapscott, Luke",13,7,3,16,,,,3.0,4.0,4.0,1.0,1.0,,,,9.0,6.0,3.0,1.0,4.0,,,69.0
9,"Trengove, Jack",10,4,12,22,,1.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,,,10.0,12.0,,,3.0,1.0,,89.0
4,"Watts, Jack",15,7,9,24,,,,4.0,7.0,,,3.0,1.0,1.0,3.0,8.0,11.0,1.0,,10.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,90,157,382,8,10.0,33.0,84.0,51.0,51.0,42.0,53.0,16.0,15.0,4.0,159.0,222.0,16.0,9.0,75.0,2.0,3.0,
Opposition,Opposition,212,72,142,354,6,16.0,46.0,69.0,37.0,64.0,27.0,56.0,15.0,16.0,2.0,162.0,194.0,7.0,6.0,54.0,5.0,5.0,
