Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
6,"Bate, Matthew",19y 333d,18 (10-0-8 55.56%),10 (0.56),←,
21,"Bell, Daniel",22y 9d,32 (17-1-14 54.69%),,←,
3,"Bizzell, Clint",30y 298d,154 (66-1-87 43.18%),79 (0.51),79 (34-0-45 43.04%),7 (0.09)
25,"Brown, Nathan",30y 251d,130 (62-0-68 47.69%),33 (0.25),←,
32,"Bruce, Cameron",27y 204d,150 (75-1-74 50.33%),174 (1.16),←,
41,"Carroll, Nathan",26y 184d,45 (18-1-26 41.11%),1 (0.02),←,
36,"Davey, Aaron",23y 316d,68 (38-1-29 56.62%),97 (1.43),←,
14,"Dunn, Lynden",19y 343d,12 (8-0-4 66.67%),16 (1.33),←,
30,"Godfrey, Simon",26y 186d,91 (43-1-47 47.80%),19 (0.21),←,
18,"Green, Brad",26y 40d,152 (77-1-74 50.99%),199 (1.31),←,
40,"Jamar, Mark",23y 256d,46 (21-1-24 46.74%),16 (0.35),←,
11,"Johnson, Paul",22y 300d,13 (5-0-8 38.46%),2 (0.15),12 (4-0-8 33.33%),2 (0.17)
2,"Jones, Nathan",19y 92d,12 (3-1-8 29.17%),2 (0.17),←,
23,"McDonald, James",30y 199d,181 (87-1-93 48.34%),46 (0.25),←,
7,"Miller, Brad",23y 290d,79 (36-1-42 46.20%),30 (0.38),←,
33,"Pickett, Byron",29y 254d,196 (128-1-67 65.56%),171 (0.87),21 (13-1-7 64.29%),10 (0.48)
12,"Sylvia, Colin",21y 165d,37 (19-1-17 52.70%),19 (0.51),←,
10,"Ward, Daniel",29y 287d,122 (46-1-75 38.11%),29 (0.24),←,
31,"Wheatley, Paul",26y 10d,102 (53-0-49 51.96%),27 (0.26),←,
45,"Whelan, Matthew",27y 160d,127 (63-1-63 50.00%),13 (0.10),←,
34,"White, Jeff",30y 62d,235 (115-1-119 49.15%),101 (0.43),203 (102-1-100 50.49%),83 (0.41)
13,"Yze, Adem",29y 213d,260 (120-1-139 46.35%),226 (0.87),←,
Totals,Totals,25y 302d,2262 (1110-17-1135 49.07%),1310 (0.58),,
C,"Daniher, Neale",46y 66d,214 (106-1-107 49.77%),,←,
