Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",29y 279d,137 (73-1-63 53.65%),492 (3.59),131 (68-1-62 52.29%),482 (3.68)
3,"Bairstow, Mark",27y 348d,78 (45-1-32 58.33%),95 (1.22),←,
27,"Bews, Andrew",26y 353d,160 (77-1-82 48.44%),120 (0.75),←,
30,"Bourke, Damian",26y 169d,91 (51-1-39 56.59%),11 (0.12),←,
7,"Couch, Paul",26y 353d,130 (70-0-60 53.85%),102 (0.78),←,
28,"Darcy, Tim",27y 173d,114 (56-0-58 49.12%),32 (0.28),←,
14,"Flanigan, Darren",29y 121d,129 (63-0-66 48.84%),50 (0.39),←,
33,"Forssman, Darren",20y 296d,10 (6-0-4 60.00%),6 (0.60),←,
29,"Hinkley, Ken",24y 280d,41 (19-0-22 46.34%),51 (1.24),30 (15-0-15 50.00%),30 (1.00)
32,"Hocking, Garry",22y 272d,70 (39-1-30 56.43%),64 (0.91),←,
1,"Hocking, Steve",26y 170d,134 (68-0-66 50.75%),9 (0.07),←,
21,"Mansfield, Michael",19y 333d,14 (7-0-7 50.00%),15 (1.07),←,
43,"Merriman, Russell",23y 92d,7 (6-0-1 85.71%),14 (2.00),←,
22,"Neeld, Mark",19y 359d,20 (11-0-9 55.00%),8 (0.40),←,
24,"Poole, Trevor",27y 75d,121 (40-0-81 33.06%),75 (0.62),22 (10-0-12 45.45%),19 (0.86)
20,"Rogers, Andrew",26y 326d,56 (34-0-22 60.71%),3 (0.05),48 (29-0-19 60.42%),2 (0.04)
23,"Schulze, Michael",28y 250d,90 (49-1-40 55.00%),12 (0.13),←,
37,"Simpson, Sean",21y 82d,18 (10-0-8 55.56%),6 (0.33),11 (9-0-2 81.82%),5 (0.45)
26,"Stoneham, Barry",23y 148d,99 (53-1-45 54.04%),80 (0.81),←,
45,"Wills, Andrew",19y 185d,9 (6-0-3 66.67%),3 (0.33),←,
Totals,Totals,24y 361d,1528 (783-7-738 51.24%),1248 (0.82),,
C,"Blight, Malcolm",41y 141d,78 (42-0-36 53.85%),,62 (36-0-26 58.06%),
