Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
9,"Angwin, Ryan",20y 138d,3 (1-0-2 33.33%),,←,
7,"Ash, Lachie",21y 312d,63 (27-1-35 43.65%),4 (0.06),←,
14,"Bedford, Toby",22y 337d,19 (13-0-6 68.42%),10 (0.53),1 (1-0-0 100.00%),1 (1.00)
46,"Brown, Callum",22y 257d,11 (3-0-8 27.27%),6 (0.55),←,
44,"Buckley, Jack",25y 133d,24 (10-1-13 43.75%),,←,
5,"Cadman, Aaron",19y 57d,3 (2-0-1 66.67%),3 (1.00),←,
17,"Callaghan, Finn",20y 3d,12 (4-0-8 33.33%),2 (0.17),←,
3,"Coniglio, Stephen",29y 135d,184 (81-1-102 44.29%),105 (0.57),←,
13,"Cumming, Isaac",24y 261d,62 (26-1-35 42.74%),1 (0.02),←,
16,"Daniels, Brent",24y 51d,68 (37-0-31 54.41%),33 (0.49),←,
30,"Flynn, Matt",25y 228d,31 (10-1-20 33.87%),10 (0.32),←,
4,"Greene, Toby",29y 216d,198 (89-2-107 45.45%),285 (1.44),←,
12,"Green, Tom",22y 96d,51 (21-1-29 42.16%),19 (0.37),←,
19,"Haynes, Nick",30y 346d,190 (88-4-98 47.37%),12 (0.06),←,
27,"Himmelberg, Harry",26y 356d,134 (71-2-61 53.73%),158 (1.18),←,
23,"Hogan, Jesse",28y 76d,124 (55-0-69 44.35%),239 (1.93),34 (14-0-20 41.18%),69 (2.03)
39,"Idun, Connor",22y 274d,49 (21-1-27 43.88%),,←,
22,"Kelly, Josh",28y 76d,182 (94-3-85 52.47%),110 (0.60),←,
33,"OHalloran, Xavier",22y 292d,36 (15-1-20 43.06%),11 (0.31),←,
20,"Peatling, James",22y 251d,22 (9-0-13 40.91%),9 (0.41),←,
36,"Perryman, Harry",24y 131d,89 (43-1-45 48.88%),25 (0.28),←,
24,"Rowston, Harry",18y 260d,6 (2-0-4 33.33%),,←,
6,"Whitfield, Lachie",28y 285d,191 (91-4-96 48.69%),70 (0.37),←,
Totals,Totals,24y 167d,1752 (813-24-915 46.40%),1112 (0.63),,
C,"Kingsley, Adam",47y 252d,7 (3-0-4 42.86%),,←,
