North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Campbell, Matt",22y 67d,36 (21-1-14 59.72%),44 (1.22),←,
11,"Firrito, Michael",25y 122d,106 (56-1-49 53.30%),15 (0.14),←,
38,"Gibson, Josh",25y 16d,44 (23-0-21 52.27%),1 (0.02),←,
31,"Hale, David",24y 311d,102 (47-1-54 46.57%),81 (0.79),←,
6,"Hansen, Lachlan",20y 224d,14 (9-0-5 64.29%),4 (0.29),←,
39,"Harding, Leigh",27y 337d,112 (56-2-54 50.89%),138 (1.23),←,
29,"Harvey, Brent",30y 319d,265 (148-2-115 56.23%),308 (1.16),←,
2,"Lower, Ed",21y 279d,26 (15-1-10 59.62%),13 (0.50),←,
1,"McIntosh, Hamish",24y 206d,58 (26-1-31 45.69%),27 (0.47),←,
42,"McMahon, Scott",22y 300d,30 (19-0-11 63.33%),21 (0.70),←,
20,"Petrie, Drew",26y 165d,155 (77-2-76 50.32%),130 (0.84),←,
5,"Power, Sam",25y 270d,107 (40-3-64 38.79%),18 (0.17),23 (12-1-10 54.35%),2 (0.09)
30,"Pratt, Daniel",26y 8d,85 (45-0-40 52.94%),9 (0.11),82 (44-0-38 53.66%),8 (0.10)
3,"Rawlings, Brady",27y 292d,182 (95-1-86 52.47%),57 (0.31),←,
7,"Simpson, Adam",33y 41d,289 (167-2-120 58.13%),79 (0.27),←,
18,"Smith, Josh",23y 24d,3 (1-0-2 33.33%),,←,
9,"Swallow, Andrew",21y 300d,41 (20-0-21 48.78%),12 (0.29),←,
12,"Thomas, Lindsay",21y 29d,36 (19-1-16 54.17%),44 (1.22),←,
16,"Thompson, Scott",22y 324d,7 (1-1-5 21.43%),,←,
14,"Urquhart, Gavin",20y 315d,15 (8-0-7 53.33%),,←,
8,"Wells, Daniel",24y 54d,124 (63-2-59 51.61%),66 (0.53),←,
19,"Ziebell, Jack",18y 29d,1 (1-0-0 100.00%),,←,
Totals,Totals,24y 150d,1838 (957-21-860 52.07%),1067 (0.58),,
C,"Laidley, Dani",42y 2d,138 (69-2-67 50.72%),,←,
