Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",17,7,3,20,3,4.0,,,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",10,4,5,15,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Bartlett, Trent",9,5,6,15,,,,1.0,,,,,3.0,4.0,,,,,,,,,
25,"Bews, Andrew",15,3,5,20,,,,,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",19,9,4,23,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
5,"Chapman, Nathan",15,4,6,21,,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
16,"Clarke, Matthew",6,6,5,11,,,20.0,,,,,,2.0,,,,,,,,,,
14,"Dickfos, Danny",6,2,6,12,,,,1.0,,,,,2.0,,,,,,,,,,
6,"Fletcher, Adrian",15,7,11,26,1,,,1.0,,,,,2.0,3.0,,,,,,,,,
32,"Hart, Shaun",9,4,8,17,1,2.0,,2.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",9,3,1,10,,,2.0,2.0,,,,,,2.0,,,,,,,,,
18,"Lambert, Craig",15,2,14,29,1,,,1.0,,,,,2.0,,,,,,,,,,
44,"Lappin, Nigel",24,10,1,25,,1.0,,2.0,,,,,,,,,,,,,,,
23,"Leppitsch, Justin",11,7,,11,6,2.0,,1.0,,,,,2.0,2.0,1.0,,,,,,,,
11,"Lynch, Alastair",2,3,3,5,2,,,,,,,,,1.0,,,,,,,,,
42,"Lynch, Tristan",,,,,,,,,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",12,3,11,23,,,,1.0,,,,,3.0,2.0,,,,,,,,,
22,"Scott, Chris",8,2,10,18,1,1.0,,,,,,,2.0,1.0,,,,,,,,,
38,"Scott, Dion",4,3,2,6,1,1.0,1.0,,,,,,,,,,,,,,,,
3,"Voss, Michael",17,6,10,27,,1.0,,3.0,,,,,2.0,,3.0,,,,,,,,
33,"White, Darryl",8,3,5,13,2,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,93,116,347,18,17.0,25.0,20.0,,,,,27.0,20.0,6.0,,,,,,,,
Opposition,Opposition,190,62,95,285,14,11.0,9.0,24.0,,,,,20.0,27.0,,,,,,,,,
