Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
6,"Bate, Matthew",20y 66d,30 (13-0-17 43.33%),25 (0.83),←,
21,"Bell, Daniel",22y 107d,42 (19-1-22 46.43%),1 (0.02),←,
25,"Brown, Nathan",30y 349d,141 (64-0-77 45.39%),35 (0.25),←,
32,"Bruce, Cameron",27y 302d,160 (77-1-82 48.44%),180 (1.13),←,
1,"Buckley, Simon",20y 102d,4 (1-0-3 25.00%),1 (0.25),←,
35,"Ferguson, Ryan",25y 303d,42 (16-0-26 38.10%),4 (0.10),←,
8,"Frawley, James",18y 312d,8 (3-0-5 37.50%),,←,
30,"Godfrey, Simon",26y 284d,104 (46-1-57 44.71%),23 (0.22),←,
18,"Green, Brad",26y 138d,161 (79-1-81 49.38%),204 (1.27),←,
4,"Holland, Ben",30y 80d,186 (95-1-90 51.34%),168 (0.90),61 (33-1-27 54.92%),44 (0.72)
2,"Jones, Nathan",19y 190d,24 (6-1-17 27.08%),10 (0.42),←,
23,"McDonald, James",30y 297d,194 (90-1-103 46.65%),48 (0.25),←,
5,"McLean, Brock",21y 140d,57 (30-1-26 53.51%),28 (0.49),←,
7,"Miller, Brad",24y 23d,88 (37-1-50 42.61%),31 (0.35),←,
22,"Moloney, Brent",23y 182d,59 (27-1-31 46.61%),14 (0.24),36 (15-0-21 41.67%),8 (0.22)
9,"Neitz, David",32y 188d,297 (139-0-158 46.80%),622 (2.09),←,
29,"Newton, Michael",20y 93d,5 (1-0-4 20.00%),8 (1.60),←,
24,"Robertson, Russell",28y 247d,201 (99-1-101 49.50%),367 (1.83),←,
12,"Sylvia, Colin",21y 263d,49 (22-1-26 45.92%),29 (0.59),←,
10,"Ward, Daniel",30y 20d,133 (49-1-83 37.22%),31 (0.23),←,
31,"Wheatley, Paul",26y 108d,110 (56-0-54 50.91%),30 (0.27),←,
34,"White, Jeff",30y 160d,248 (118-1-129 47.78%),105 (0.42),216 (105-1-110 48.84%),87 (0.40)
Totals,Totals,25y 147d,2343 (1087-14-1242 46.39%),1964 (0.84),,
C,"Riley, Mark",43y 292d,4 (1-0-3 25.00%),,←,
