Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",25y 184d,119 (60-2-57 51.26%),73 (0.61),←,
19,"Beveridge, Luke",23y 306d,53 (31-0-22 58.49%),52 (0.98),11 (7-0-4 63.64%),11 (1.00)
18,"Cameron, Leon",21y 296d,74 (39-1-34 53.38%),32 (0.43),←,
16,"Croft, Matthew",21y 119d,13 (7-0-6 53.85%),13 (1.00),←,
26,"Del-Re, Danny",26y 133d,62 (34-1-27 55.65%),139 (2.24),←,
3,"Grant, Chris",21y 194d,89 (49-1-39 55.62%),188 (2.11),←,
1,"Grgic, Ilija",22y 112d,22 (13-0-9 59.09%),41 (1.86),←,
7,"Hawkins, Doug",34y 51d,320 (138-4-178 43.75%),214 (0.67),←,
21,"Kolyniuk, Steven",23y 355d,87 (44-1-42 51.15%),99 (1.14),←,
12,"Koster, Kym",21y 144d,12 (6-0-6 50.00%),5 (0.42),←,
35,"Kretiuk, Steven",21y 356d,30 (19-0-11 63.33%),8 (0.27),←,
39,"Liberatore, Tony",28y 134d,117 (66-1-50 56.84%),65 (0.56),←,
44,"Osborne, Richard",30y 9d,210 (86-0-124 40.95%),464 (2.21),7 (5-0-2 71.43%),14 (2.00)
22,"Quill, Peter",24y 306d,24 (14-0-10 58.33%),7 (0.29),←,
2,"Reynolds, Keenan",25y 169d,64 (36-0-28 56.25%),26 (0.41),←,
5,"Smith, Rohan",21y 25d,26 (18-0-8 69.23%),18 (0.69),←,
8,"Southern, Daniel",19y 175d,13 (7-0-6 53.85%),3 (0.23),←,
24,"Wallis, Stephen",29y 241d,217 (116-2-99 53.92%),52 (0.24),←,
25,"Watts, Jason",22y 331d,13 (7-0-6 53.85%),2 (0.15),←,
14,"West, Scott",19y 223d,29 (16-0-13 55.17%),24 (0.83),←,
15,"Wynd, Scott",24y 151d,105 (54-1-50 51.90%),20 (0.19),←,
Totals,Totals,24y 104d,1699 (860-14-825 50.62%),1545 (0.91),,
C,"Joyce, Alan",51y 247d,104 (73-0-31 70.19%),,11 (6-0-5 54.55%),
