Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",11,6,11,22,,,3.0,2.0,,,,,1.0,3.0,3.0,,,,,,,,
14,"Armstrong, Matt",12,2,10,22,,,,2.0,,,,,,1.0,2.0,,,,,,,,
32,"Baldwin, Jason",12,,3,15,,,,3.0,,,,,2.0,4.0,,,,,,,,,
34,"Boyd, Brad",4,2,2,6,,,1.0,,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",15,3,14,29,2,,,4.0,,,,,2.0,1.0,,,,,,,,,
22,"Caven, Peter",8,2,3,11,,,,1.0,,,,,2.0,3.0,,,,,,,,,
16,"Cormack, Joe",5,1,5,10,2,,,2.0,,,,,,1.0,,,,,,,,,
2,"Dundas, Matthew",6,1,3,9,1,,,2.0,,,,,,1.0,,,,,,,,,
28,"Elliott, Jamie",1,,6,7,,,,3.0,,,,,,2.0,,,,,,,,,
23,"Exell, Gavin",5,2,,5,,2.0,,,,,,,3.0,1.0,,,,,,,,,
27,"Fleming, Dale",7,5,4,11,4,2.0,1.0,4.0,,,,,2.0,2.0,,,,,,,,,
7,"Gale, Michael",9,,5,14,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Guard, Jeremy",10,3,10,20,,3.0,,1.0,,,,,2.0,1.0,,,,,,,,,
29,"Lyon, Ross",10,3,11,21,1,,2.0,1.0,,,,,3.0,2.0,,,,,,,,,
4,"Paxman, Stephen",,,,,,,,,,,,,,,,,,,,,,,
1,"Roos, Paul",15,7,4,19,3,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",6,1,3,9,1,,,1.0,,,,,,1.0,,,,,,,,,
33,"Stephens, Brett",10,4,8,18,,,1.0,,,,,,2.0,,,,,,,,,,
12,"Wheildon, Darren",13,6,4,17,4,3.0,1.0,1.0,,,,,3.0,3.0,,,,,,,,,
8,"Wynd, Jim",25,3,8,33,1,,,3.0,,,,,4.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,51,114,298,20,13.0,10.0,33.0,,,,,30.0,30.0,5.0,,,,,,,,
Opposition,Opposition,155,51,100,255,17,12.0,24.0,21.0,,,,,30.0,30.0,1.0,,,,,,,,
