Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
11,"Curley, Todd",23y 145d,13 (4-1-8 34.62%),15 (1.15),10 (2-1-7 25.00%),14 (1.40)
14,"Darcy, Luke",20y 331d,13 (3-1-9 26.92%),6 (0.46),←,
28,"Dimattina, Paul",21y 198d,4 (2-0-2 50.00%),,←,
32,"Ellis, Craig",21y 3d,14 (6-0-8 42.86%),,←,
3,"Grant, Chris",23y 177d,132 (67-3-62 51.89%),267 (2.02),←,
1,"Grgic, Ilija",24y 94d,58 (31-1-26 54.31%),88 (1.52),←,
37,"Hargraves, Daniel",20y 135d,22 (10-0-12 45.45%),33 (1.50),←,
6,"Johnson, Brad",19y 325d,40 (16-2-22 42.50%),22 (0.55),←,
4,"Kellett, Nigel",26y 172d,86 (43-2-41 51.16%),40 (0.47),←,
2,"Kolyniuk, Steven",25y 338d,113 (56-1-56 50.00%),125 (1.11),←,
35,"Kretiuk, Steven",23y 339d,53 (30-1-22 57.55%),9 (0.17),←,
39,"Liberatore, Tony",30y 117d,161 (85-3-73 53.73%),77 (0.48),←,
44,"Osborne, Richard",31y 357d,254 (105-2-147 41.73%),548 (2.16),51 (24-2-25 49.02%),98 (1.92)
22,"Quill, Peter",26y 289d,52 (28-2-22 55.77%),17 (0.33),←,
36,"Romero, Jose",24y 311d,115 (59-1-55 51.74%),113 (0.98),26 (10-1-15 40.38%),15 (0.58)
5,"Smith, Rohan",23y 7d,63 (32-2-29 52.38%),28 (0.44),←,
8,"Southern, Daniel",21y 158d,42 (20-1-21 48.81%),8 (0.19),←,
24,"Wallis, Stephen",31y 224d,249 (127-4-118 51.81%),57 (0.23),←,
25,"Watts, Jason",24y 314d,40 (19-1-20 48.75%),30 (0.75),←,
7,"West, Scott",21y 206d,70 (34-1-35 49.29%),36 (0.51),←,
45,"Wira, Brad",24y 83d,10 (2-1-7 25.00%),,9 (2-1-6 27.78%),
Totals,Totals,24y 136d,1604 (779-30-795 48.57%),1519 (0.95),,
C,"Joyce, Alan",53y 230d,148 (92-2-54 62.84%),,55 (25-2-28 47.27%),
