Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",26y 50d,155 (69-1-85 44.84%),93 (0.60),←,
5,"Broadbent, Matthew",24y 50d,104 (43-1-60 41.83%),40 (0.38),←,
27,"Carlile, Alipate",27y 143d,153 (66-1-86 43.46%),5 (0.03),←,
18,"Cornes, Kane",31y 258d,293 (149-2-142 51.19%),92 (0.31),←,
7,"Ebert, Brad",24y 171d,147 (62-1-84 42.52%),76 (0.52),71 (34-1-36 48.59%),43 (0.61)
9,"Gray, Robbie",26y 174d,115 (51-0-64 44.35%),161 (1.40),←,
8,"Hartlett, Hamish",24y 37d,90 (38-1-51 42.78%),56 (0.62),←,
36,"Hombsch, Jack",21y 197d,39 (18-0-21 46.15%),,30 (18-0-12 60.00%),
42,"Jonas, Tom",23y 254d,56 (26-1-29 47.32%),1 (0.02),←,
23,"Lobbe, Matthew",25y 220d,67 (32-0-35 47.76%),16 (0.24),←,
6,"Monfries, Angus",27y 244d,191 (80-3-108 42.67%),225 (1.18),41 (22-0-19 53.66%),60 (1.46)
26,"Moore, Andrew",23y 113d,50 (22-0-28 44.00%),16 (0.32),←,
32,"Neade, Jake",20y 114d,24 (14-0-10 58.33%),21 (0.88),←,
13,"OShea, Cameron",22y 191d,58 (24-0-34 41.38%),7 (0.12),←,
29,"Pittard, Jasper",23y 172d,56 (30-0-26 53.57%),8 (0.14),←,
21,"Polec, Jared",21y 343d,40 (23-0-17 57.50%),26 (0.65),24 (16-0-8 66.67%),17 (0.71)
28,"Schulz, Jay",29y 155d,167 (68-3-96 41.62%),279 (1.67),96 (44-1-51 46.35%),221 (2.30)
12,"Trengove, Jackson",23y 322d,98 (39-1-58 40.31%),8 (0.08),←,
39,"Westhoff, Justin",27y 354d,159 (70-1-88 44.34%),204 (1.28),←,
19,"White, Matt",27y 158d,127 (59-4-64 48.03%),79 (0.62),22 (15-0-7 68.18%),25 (1.14)
16,"Wines, Ollie",19y 348d,49 (29-0-20 59.18%),22 (0.45),←,
20,"Wingard, Chad",21y 53d,67 (33-1-33 50.00%),95 (1.42),←,
Totals,Totals,24y 270d,2305 (1045-21-1239 45.34%),1530 (0.66),,
C,"Hinkley, Ken",47y 355d,48 (29-0-19 60.42%),,←,
