Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",28y 344d,103 (64-1-38 62.62%),6 (0.06),85 (57-1-27 67.65%),2 (0.02)
20,"Brogan, Dean",25y 188d,44 (33-0-11 75.00%),18 (0.41),←,
7,"Burgoyne, Peter",26y 142d,143 (82-2-59 58.04%),159 (1.11),←,
8,"Burgoyne, Shaun",21y 242d,55 (43-0-12 78.18%),77 (1.40),←,
9,"Carr, Josh",24y 51d,94 (67-1-26 71.81%),53 (0.56),←,
25,"Cassisi, Domenic",21y 271d,31 (24-0-7 77.42%),4 (0.13),←,
26,"Cochrane, Stuart",25y 335d,84 (47-0-37 55.95%),15 (0.18),34 (24-0-10 70.59%),4 (0.12)
35,"Cornes, Chad",24y 220d,110 (70-1-39 64.09%),110 (1.00),←,
18,"Cornes, Kane",21y 166d,57 (41-0-16 71.93%),23 (0.40),←,
17,"Dew, Stuart",24y 306d,126 (73-2-51 58.73%),195 (1.55),←,
33,"Ebert, Brett",20y 214d,12 (8-0-4 66.67%),17 (1.42),←,
38,"James, Roger",28y 242d,125 (75-2-48 60.80%),81 (0.65),←,
29,"Kingsley, Adam",28y 304d,133 (76-2-55 57.89%),30 (0.23),←,
5,"Lade, Brendon",27y 345d,112 (64-2-46 58.04%),78 (0.70),←,
22,"Mahoney, Josh",26y 232d,37 (14-0-23 37.84%),14 (0.38),7 (4-0-3 57.14%),4 (0.57)
15,"Pickett, Byron",26y 313d,150 (97-0-53 64.67%),131 (0.87),30 (23-0-7 76.67%),50 (1.67)
6,"Schofield, Jarrad",29y 141d,182 (113-1-68 62.36%),119 (0.65),119 (74-1-44 62.61%),85 (0.71)
28,"Thurstans, Toby",23y 310d,23 (16-0-7 69.57%),15 (0.65),←,
16,"Tredrea, Warren",25y 178d,143 (85-1-57 59.79%),305 (2.13),←,
2,"Wakelin, Darryl",29y 313d,190 (106-1-83 56.05%),12 (0.06),75 (53-0-22 70.67%),4 (0.05)
4,"Wanganeen, Gavin",31y 1d,268 (159-5-104 60.26%),173 (0.65),141 (86-2-53 61.70%),110 (0.78)
21,"Wilson, Michael",27y 211d,126 (66-3-57 53.57%),40 (0.32),←,
Totals,Totals,25y 363d,2348 (1423-24-901 60.60%),1675 (0.71),,
C,"Williams, Mark",45y 303d,131 (81-1-49 62.21%),,←,
