Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",24y 129d,53 (23-0-30 43.40%),6 (0.11),←,
26,"Bickley, Mark",31y 254d,208 (99-0-109 47.60%),66 (0.32),←,
35,"Biglands, Rhett",23y 223d,20 (9-0-11 45.00%),5 (0.25),←,
4,"Clarke, Matthew",27y 209d,141 (63-2-76 45.39%),21 (0.15),11 (1-0-10 9.09%),2 (0.18)
1,"Crowell, Andrew",23y 243d,16 (6-0-10 37.50%),10 (0.63),←,
9,"Edwards, Tyson",24y 252d,106 (50-0-56 47.17%),62 (0.58),←,
36,"Goodwin, Simon",24y 110d,75 (38-0-37 50.67%),30 (0.40),←,
34,"Hart, Ben",26y 280d,204 (98-1-105 48.28%),36 (0.18),←,
40,"Ladhams, Chris",20y 176d,3 (0-0-3 0.00%),2 (0.67),←,
16,"McGregor, Ken",20y 76d,26 (8-0-18 30.77%),14 (0.54),←,
23,"McLeod, Andrew",24y 254d,126 (60-0-66 47.62%),129 (1.02),←,
22,"Perrie, Ian",22y 6d,15 (7-0-8 46.67%),14 (0.93),←,
32,"Ricciuto, Mark",25y 311d,174 (79-1-94 45.69%),113 (0.65),←,
10,"Robran, Matthew",30y 27d,125 (65-0-60 52.00%),108 (0.86),118 (61-0-57 51.69%),103 (0.87)
5,"Shir, Matthew",19y 215d,3 (0-0-3 0.00%),,←,
12,"Shirley, Robert",20y 310d,5 (0-0-5 0.00%),,←,
14,"Skipworth, Hayden",18y 49d,3 (0-0-3 0.00%),,←,
7,"Smart, Nigel",31y 329d,208 (98-1-109 47.36%),102 (0.49),←,
20,"Stenglein, Tyson",20y 273d,22 (9-0-13 40.91%),5 (0.23),←,
19,"Stevens, Mark",25y 172d,67 (36-0-31 53.73%),39 (0.58),46 (20-0-26 43.48%),19 (0.41)
30,"Vardy, Peter",25y 79d,81 (40-0-41 49.38%),136 (1.68),←,
17,"Welsh, Scott",22y 129d,61 (35-0-26 57.38%),83 (1.36),25 (9-0-16 36.00%),53 (2.12)
Totals,Totals,24y 104d,1742 (823-5-914 47.24%),981 (0.56),,
C,"Ayres, Gary",40y 199d,141 (74-1-66 52.84%),,25 (9-0-16 36.00%),
