Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Adams, Marcus",15,7,2,17,,,,2.0,3.0,4.0,,4.0,2.0,,,8.0,7.0,2.0,,7.0,,,83.0
4,"Ah Chee, Callum",3,,7,10,,,,4.0,,3.0,1.0,2.0,,1.0,,5.0,5.0,,,2.0,,1.0,80.0
31,"Andrews, Harris",9,6,3,12,,,,2.0,1.0,1.0,,,1.0,,,7.0,6.0,2.0,,4.0,,1.0,94.0
33,"Bailey, Zac",6,1,4,10,,1.0,,4.0,,3.0,1.0,4.0,,2.0,,7.0,5.0,,,1.0,,1.0,81.0
7 ↓,"Berry, Jarrod",4,,4,8,,1.0,,4.0,1.0,,,3.0,,2.0,,3.0,5.0,,,1.0,,,38.0
13 ↑,"Berry, Tom",3,,4,7,,,,2.0,,2.0,,4.0,,1.0,,3.0,4.0,,,1.0,,,40.0
14,"Birchall, Grant",15,7,3,18,,,,2.0,5.0,2.0,,3.0,,1.0,,3.0,13.0,,,2.0,,,88.0
23,"Cameron, Charlie",5,2,6,11,1,1.0,,1.0,,1.0,1.0,4.0,1.0,2.0,,8.0,5.0,,1.0,2.0,1.0,1.0,79.0
3,"Daniher, Joe",21,8,4,25,2,1.0,6.0,3.0,3.0,5.0,3.0,7.0,1.0,4.0,1.0,11.0,9.0,2.0,2.0,1.0,1.0,,89.0
27,"Gardiner, Darcy",10,6,5,15,,,,1.0,1.0,1.0,,5.0,,2.0,,7.0,8.0,1.0,,,,,77.0
30,"Hipwood, Eric",7,5,,7,3,,,3.0,,2.0,,4.0,,2.0,,2.0,4.0,1.0,3.0,1.0,,,94.0
35,"Lester, Ryan",7,3,5,12,,,,1.0,3.0,1.0,1.0,4.0,1.0,2.0,,6.0,5.0,,,3.0,,,90.0
17,"Lyons, Jarryd",19,5,16,35,,,,7.0,1.0,3.0,9.0,5.0,1.0,1.0,2.0,21.0,14.0,1.0,,1.0,,1.0,78.0
11,"McCarthy, Lincoln",7,4,13,20,2,1.0,,11.0,1.0,2.0,1.0,4.0,2.0,3.0,,13.0,7.0,,3.0,,,,76.0
6,"McCluggage, Hugh",21,6,11,32,1,2.0,,4.0,3.0,5.0,2.0,3.0,1.0,,,9.0,22.0,,1.0,,,1.0,86.0
46,"McInerney, Oscar",,1,8,8,,,31.0,,,1.0,3.0,2.0,2.0,1.0,,8.0,2.0,1.0,,5.0,,,76.0
25,"McStay, Daniel",5,3,1,6,2,,1.0,,,2.0,,1.0,1.0,1.0,,3.0,1.0,2.0,2.0,1.0,,,76.0
9,"Neale, Lachie",19,7,18,37,2,,,4.0,2.0,6.0,8.0,2.0,1.0,,3.0,16.0,19.0,,1.0,,,,82.0
20,"Prior, Jaxon",9,3,1,10,2,,,,,3.0,,1.0,,,,2.0,8.0,,,2.0,,,64.0
10,"Rich, Daniel",28,6,3,31,,2.0,,1.0,7.0,8.0,1.0,5.0,,1.0,,6.0,22.0,,,4.0,,1.0,80.0
5,"Robinson, Mitch",14,4,6,20,,1.0,,,,5.0,5.0,5.0,1.0,3.0,,7.0,13.0,,,2.0,,1.0,80.0
37,"Starcevich, Brandon",6,3,1,7,,,,1.0,1.0,2.0,,3.0,,1.0,,2.0,5.0,1.0,,1.0,,,88.0
15,"Zorko, Dayne",19,5,7,26,,,,6.0,3.0,5.0,5.0,6.0,1.0,1.0,,11.0,12.0,,1.0,1.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,252,92,132,384,15,12.0,38.0,63.0,35.0,67.0,41.0,81.0,16.0,31.0,6.0,168.0,201.0,13.0,14.0,42.0,2.0,9.0,
Opposition,Opposition,199,50,159,358,6,9.0,31.0,81.0,50.0,41.0,37.0,75.0,31.0,16.0,,151.0,188.0,5.0,4.0,48.0,6.0,3.0,
