Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",23y 93d,105 (57-0-48 54.29%),102 (0.97),←,
17,"Broderick, Paul",31y 262d,262 (131-1-130 50.19%),170 (0.65),169 (92-1-76 54.73%),90 (0.53)
15,"Cameron, Leon",29y 20d,216 (118-3-95 55.32%),90 (0.42),44 (25-0-19 56.82%),22 (0.50)
9,"Campbell, Wayne",28y 364d,225 (107-1-117 47.78%),140 (0.62),←,
6,"Chaffey, Mark",24y 139d,83 (42-0-41 50.60%),19 (0.23),←,
14,"Fiora, Aaron",20y 156d,21 (15-0-6 71.43%),8 (0.38),←,
25,"Gale, Brendon",33y 66d,244 (110-1-133 45.29%),209 (0.86),←,
2,"Gaspar, Darren",25y 125d,146 (70-0-76 47.95%),13 (0.09),125 (63-0-62 50.40%),12 (0.10)
20,"Hall, Ray",20y 330d,18 (12-0-6 66.67%),8 (0.44),←,
1,"Hilton, Rory",22y 160d,55 (26-0-29 47.27%),40 (0.73),46 (23-0-23 50.00%),37 (0.80)
16,"Holland, Ben",24y 135d,112 (59-0-53 52.68%),113 (1.01),←,
39,"Kellaway, Andrew",25y 303d,81 (43-0-38 53.09%),16 (0.20),←,
3,"Kellaway, Duncan",28y 217d,158 (81-1-76 51.58%),11 (0.07),←,
21,"King, Clinton",23y 182d,60 (29-0-31 48.33%),19 (0.32),29 (19-0-10 65.52%),6 (0.21)
33,"Knights, Matthew",30y 352d,263 (114-0-149 43.35%),137 (0.52),←,
5,"Ottens, Brad",21y 240d,79 (41-0-38 51.90%),99 (1.25),←,
26,"Poyas, Ezra",20y 182d,6 (3-0-3 50.00%),1 (0.17),←,
12,"Richardson, Matthew",26y 187d,144 (72-0-72 50.00%),446 (3.10),←,
4,"Rogers, Matthew",27y 301d,160 (88-1-71 55.31%),149 (0.93),←,
19,"Sziller, Steven",28y 281d,141 (67-1-73 47.87%),39 (0.28),23 (14-0-9 60.87%),1 (0.04)
32,"Tivendale, Greg",22y 156d,59 (31-0-28 52.54%),43 (0.73),←,
29,"Torney, Jason",24y 98d,96 (52-1-43 54.69%),11 (0.11),←,
Totals,Totals,25y 247d,2734 (1368-10-1356 50.04%),1883 (0.69),,
C,"Frawley, Danny",38y 14d,47 (27-0-20 57.45%),,←,
