Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
9,"Bizzell, Clint",24y 346d,64 (28-1-35 44.53%),52 (0.81),←,
8,"Burns, Ronnie",28y 88d,111 (57-2-52 52.25%),210 (1.89),←,
35,"Chapman, Paul",19y 216d,9 (6-0-3 66.67%),4 (0.44),←,
14,"Clarke, David",21y 25d,46 (21-1-24 46.74%),30 (0.65),←,
44,"Enright, Corey",19y 268d,6 (2-0-4 33.33%),,←,
7,"Graham, Ben",27y 219d,141 (83-1-57 59.22%),50 (0.35),←,
37,"Harley, Tom",22y 326d,44 (23-1-20 53.41%),4 (0.09),43 (22-1-20 52.33%),3 (0.07)
32,"Hocking, Garry",32y 244d,265 (146-3-116 55.66%),238 (0.90),←,
3,"Houlihan, Adam",23y 64d,57 (33-1-23 58.77%),75 (1.32),←,
13,"Kilpatrick, Glenn",28y 284d,124 (67-1-56 54.44%),30 (0.24),98 (53-1-44 54.59%),26 (0.27)
18,"Kingsley, Kent",22y 256d,17 (14-0-3 82.35%),14 (0.82),5 (3-0-2 60.00%),4 (0.80)
1,"King, Steven",22y 199d,97 (49-1-47 51.03%),46 (0.47),←,
45,"Ling, Cameron",20y 102d,16 (8-1-7 53.13%),4 (0.25),←,
17,"McGrath, Tim",30y 245d,213 (125-2-86 59.15%),17 (0.08),206 (121-2-83 59.22%),17 (0.08)
39,"Milburn, Darren",24y 55d,74 (34-0-40 45.95%),39 (0.53),←,
20,"Murphy, Justin",25y 46d,101 (54-0-47 53.47%),90 (0.89),10 (4-0-6 40.00%),5 (0.50)
15,"Riccardi, Peter",28y 174d,191 (110-2-79 58.12%),192 (1.01),←,
27,"Sanderson, Brenton",27y 102d,136 (70-2-64 52.21%),28 (0.21),126 (68-2-56 54.76%),23 (0.18)
30,"Scarlett, Matthew",22y 4d,36 (21-0-15 58.33%),3 (0.08),←,
12,"Sholl, Brad",28y 211d,146 (80-2-64 55.48%),38 (0.26),144 (80-2-62 56.25%),38 (0.26)
6,"Spriggs, David",20y 135d,32 (16-1-15 51.56%),10 (0.31),←,
19,"White, Mitchell",28y 73d,158 (92-2-64 58.86%),109 (0.69),7 (3-0-4 42.86%),6 (0.86)
Totals,Totals,24y 350d,2084 (1139-24-921 54.65%),1283 (0.62),,
C,"Thompson, Mark",37y 202d,34 (17-1-16 51.47%),,←,
