Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 36d,278 (165-0-113 59.35%),139 (0.50),←,
16,"Brown, Leigh",24y 65d,134 (54-1-79 40.67%),52 (0.39),71 (35-1-35 50.00%),32 (0.45)
24,"Firrito, Michael",22y 153d,46 (23-0-23 50.00%),10 (0.22),←,
6,"Grant, Shannon",29y 10d,242 (136-2-104 56.61%),277 (1.14),184 (104-1-79 56.79%),239 (1.30)
15,"Green, Kasey",26y 231d,59 (22-1-36 38.14%),11 (0.19),5 (1-0-4 20.00%),3 (0.60)
31,"Hale, David",21y 342d,42 (18-0-24 42.86%),19 (0.45),←,
39,"Harding, Leigh",25y 3d,75 (38-1-36 51.33%),109 (1.45),←,
4,"Harris, Daniel",23y 354d,74 (37-1-36 50.68%),25 (0.34),←,
29,"Harvey, Brent",27y 350d,199 (114-1-84 57.54%),235 (1.18),←,
2,"Hay, Jonathan",26y 259d,153 (66-1-86 43.46%),12 (0.08),4 (1-0-3 25.00%),
21,"Jones, Corey",25y 62d,86 (40-0-46 46.51%),105 (1.22),←,
35,"Makepeace, Troy",27y 54d,130 (66-1-63 51.15%),33 (0.25),←,
37,"Perry, Joel",20y 315d,4 (0-0-4 0.00%),,←,
20,"Petrie, Drew",23y 196d,89 (43-1-45 48.88%),70 (0.79),←,
30,"Pratt, Daniel",23y 39d,24 (12-0-12 50.00%),2 (0.08),21 (11-0-10 52.38%),1 (0.05)
3,"Rawlings, Brady",24y 323d,116 (61-0-55 52.59%),49 (0.42),←,
26,"Rocca, Saverio",32y 160d,251 (115-3-133 46.41%),735 (2.93),95 (45-1-49 47.89%),221 (2.33)
32,"Sansbury, Eddie",22y 154d,22 (9-0-13 40.91%),6 (0.27),←,
7,"Simpson, Adam",30y 72d,228 (135-1-92 59.43%),68 (0.30),←,
9,"Sinclair, Jess",27y 246d,144 (55-1-88 38.54%),58 (0.40),94 (42-1-51 45.21%),32 (0.34)
23,"Thompson, Nathan",28y 74d,147 (69-1-77 47.28%),250 (1.70),28 (14-0-14 50.00%),58 (2.07)
8,"Wells, Daniel",21y 85d,67 (34-1-32 51.49%),41 (0.61),←,
Totals,Totals,25y 296d,2610 (1312-17-1281 50.27%),2306 (0.88),,
C,"Laidley, Dani",39y 33d,72 (35-1-36 49.31%),,←,
