St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",16,4,9,25,,1.0,,7.0,3.0,4.0,5.0,2.0,1.0,1.0,,9.0,17.0,,,,,,80.0
27,"Bruce, Josh",11,7,2,13,3,,1.0,2.0,1.0,3.0,,6.0,1.0,4.0,,5.0,8.0,2.0,3.0,2.0,,1.0,90.0
21,"Delaney, Luke",2,2,3,5,,,,2.0,3.0,,,,,,,1.0,3.0,,,15.0,,,88.0
24,"Dempster, Sean",9,7,8,17,,,,2.0,1.0,1.0,,3.0,,1.0,,6.0,11.0,3.0,,4.0,1.0,,92.0
7,"Dunstan, Luke",11,2,7,18,,,,2.0,3.0,6.0,1.0,2.0,1.0,,,8.0,10.0,,,2.0,,1.0,71.0
14,"Geary, Jarryn",11,4,8,19,,,,4.0,2.0,1.0,,,,,,3.0,17.0,,,3.0,,,88.0
19,"Gilbert, Sam",9,8,8,17,,,,1.0,1.0,3.0,1.0,5.0,,3.0,,7.0,11.0,1.0,1.0,3.0,,,94.0
18,"Longer, Billy",6,2,5,11,,,30.0,3.0,,3.0,6.0,1.0,2.0,,,6.0,4.0,,,3.0,,,87.0
37,"Lonie, Jack",8,4,5,13,,2.0,,4.0,2.0,1.0,3.0,2.0,2.0,2.0,,6.0,8.0,,2.0,2.0,1.0,,87.0
28,"Membrey, Tim",14,5,3,17,,1.0,,1.0,,4.0,,1.0,2.0,,,8.0,9.0,1.0,1.0,,,,90.0
41 ↓,"Minchington, Darren",3,1,6,9,1,,,,,1.0,,,,,,4.0,5.0,,,1.0,,,57.0
11,"Montagna, Leigh",24,5,11,35,,1.0,,3.0,,8.0,5.0,6.0,1.0,2.0,,10.0,25.0,,,,1.0,,85.0
16,"Newnes, Jack",16,8,7,23,,,2.0,7.0,4.0,2.0,4.0,1.0,1.0,1.0,,13.0,10.0,3.0,,1.0,2.0,,88.0
22,"Ray, Farren",15,4,9,24,,1.0,,3.0,4.0,4.0,1.0,1.0,1.0,1.0,,8.0,16.0,,,2.0,,,87.0
12,"Riewoldt, Nick",11,10,10,21,2,,1.0,,,,1.0,1.0,,,2.0,6.0,15.0,1.0,4.0,1.0,,1.0,100.0
17,"Roberton, Dylan",17,8,5,22,,,,3.0,1.0,1.0,1.0,,,,,3.0,18.0,,,2.0,,,86.0
6 ↑,"Ross, Sebastian",7,,4,11,,,,2.0,2.0,1.0,2.0,2.0,1.0,,,4.0,7.0,,,1.0,2.0,,23.0
5,"Savage, Shane",9,3,7,16,,,,1.0,1.0,1.0,,,1.0,,,6.0,9.0,,1.0,3.0,,,74.0
13,"Schneider, Adam",11,4,5,16,,2.0,,7.0,2.0,5.0,3.0,1.0,1.0,1.0,,9.0,9.0,,,2.0,,2.0,84.0
3,"Steven, Jack",13,6,11,24,,1.0,,8.0,1.0,5.0,1.0,4.0,1.0,,,2.0,21.0,,1.0,3.0,,,77.0
29,"Webster, Jimmy",5,3,8,13,,,,4.0,2.0,,1.0,1.0,,1.0,,7.0,8.0,,,5.0,3.0,,88.0
44,"Weller, Maverick",7,5,7,14,1,,1.0,2.0,1.0,2.0,,,2.0,,,4.0,10.0,,1.0,1.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,102,148,383,7,14.0,35.0,68.0,34.0,56.0,35.0,39.0,18.0,17.0,2.0,135.0,251.0,11.0,14.0,56.0,10.0,5.0,
Opposition,Opposition,205,111,157,362,9,8.0,33.0,54.0,42.0,44.0,28.0,31.0,17.0,18.0,4.0,114.0,252.0,11.0,8.0,41.0,5.0,6.0,
