Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",23y 210d,62 (24-1-37 39.52%),20 (0.32),51 (21-1-29 42.16%),19 (0.37)
13,"Cox, Nik",22y 101d,40 (16-1-23 41.25%),11 (0.28),←,
33,"Davey, Alwyn",20y 59d,14 (7-1-6 53.57%),6 (0.43),←,
2,"Draper, Sam",25y 210d,63 (24-1-38 38.89%),27 (0.43),←,
22,"Durham, Sam",22y 291d,55 (25-1-29 46.36%),13 (0.24),←,
28,"Duursma, Xavier",23y 293d,80 (51-1-28 64.38%),36 (0.45),7 (4-1-2 64.29%),3 (0.43)
17,"Goldstein, Todd",35y 299d,322 (134-3-185 42.08%),159 (0.49),7 (4-1-2 64.29%),2 (0.29)
11,"Gresham, Jade",26y 245d,143 (68-2-73 48.25%),145 (1.01),7 (4-1-2 64.29%),9 (1.29)
21,"Heppell, Dyson",31y 347d,242 (114-3-125 47.73%),67 (0.28),←,
19,"Hind, Nick",29y 250d,86 (37-1-48 43.60%),26 (0.30),65 (28-1-36 43.85%),9 (0.14)
8,"Hobbs, Ben",20y 222d,41 (16-1-24 40.24%),15 (0.37),←,
23,"Jones, Harry",23y 60d,37 (20-1-16 55.41%),43 (1.16),←,
29,"Kelly, Jake",29y 95d,154 (67-2-85 44.16%),3 (0.02),44 (17-1-26 39.77%),2 (0.05)
4,"Langford, Kyle",27y 146d,137 (58-2-77 43.07%),145 (1.06),←,
15,"Laverde, Jayden",28y 13d,116 (51-1-64 44.40%),38 (0.33),←,
37,"Martin, Nic",23y 22d,51 (22-1-28 44.12%),39 (0.76),←,
1,"McGrath, Andrew",25y 328d,141 (67-2-72 48.23%),20 (0.14),←,
32,"McKay, Ben",26y 123d,78 (12-2-64 16.67%),1 (0.01),7 (4-1-2 64.29%),
7,"Merrett, Zach",28y 205d,213 (92-3-118 43.90%),67 (0.31),←,
3,"Parish, Darcy",26y 275d,155 (62-2-91 40.65%),55 (0.35),←,
27,"Redman, Mason",26y 243d,109 (50-2-57 46.79%),18 (0.17),←,
25,"Stringer, Jake",30y,196 (97-1-98 49.74%),340 (1.73),107 (49-1-57 46.26%),180 (1.68)
20,"Wright, Peter",27y 230d,122 (35-1-86 29.10%),192 (1.57),56 (22-1-33 40.18%),107 (1.91)
Totals,Totals,26y 122d,2657 (1149-36-1472 43.24%),1486 (0.56),,
C,"Scott, Brad",47y 358d,241 (121-1-119 50.41%),,30 (15-1-14 51.67%),
