Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",14,5,5,19,1,,,,2.0,2.0,,2.0,1.0,1.0,2.0,3.0,16.0,,,2.0,,1.0,90.0
35,"Birchall, Grant",8,4,6,14,,,,1.0,4.0,,,3.0,,2.0,,3.0,11.0,1.0,,,4.0,,67.0
39,"Campbell, Robert",4,2,5,9,,,12.0,4.0,,3.0,2.0,2.0,,,,4.0,5.0,,,1.0,,1.0,74.0
25,"Clarke, Tim",9,5,6,15,,,,2.0,,4.0,,3.0,2.0,1.0,,3.0,12.0,1.0,1.0,,,,63.0
9,"Crawford, Shane",17,9,12,29,2,,,1.0,2.0,4.0,3.0,3.0,1.0,1.0,,7.0,22.0,1.0,2.0,2.0,,,87.0
24,"Croad, Trent",11,9,10,21,1,1.0,1.0,1.0,1.0,4.0,,4.0,,,,4.0,17.0,,3.0,,1.0,1.0,100.0
26,"Dawson, Zac",3,1,3,6,,,,1.0,1.0,,,,,,,2.0,4.0,,,5.0,,,93.0
19,"Dixon, Ben",9,10,5,14,2,1.0,,1.0,,2.0,,2.0,1.0,,1.0,5.0,9.0,2.0,1.0,2.0,,,77.0
1,"Everitt, Peter",4,3,3,7,1,,6.0,,1.0,,,1.0,,,,4.0,2.0,2.0,1.0,,,,66.0
18,"Guerra, Brent",14,5,6,20,,,,,9.0,1.0,,2.0,2.0,1.0,,5.0,16.0,,,2.0,5.0,,80.0
15,"Hodge, Luke",14,5,15,29,,,2.0,4.0,2.0,6.0,6.0,2.0,1.0,1.0,,12.0,17.0,,,2.0,,1.0,84.0
8,"Jacobs, Danny",11,12,14,25,,,,1.0,5.0,1.0,,,,,,8.0,17.0,1.0,,5.0,3.0,1.0,100.0
4,"Ladson, Rick",13,6,8,21,,,,1.0,4.0,2.0,,2.0,,,,4.0,16.0,,,2.0,3.0,1.0,81.0
3,"Lewis, Jordan",12,5,7,19,,,1.0,2.0,3.0,5.0,5.0,1.0,3.0,,,8.0,11.0,1.0,,1.0,,1.0,63.0
5,"Mitchell, Sam",20,4,15,35,,,,,6.0,8.0,10.0,1.0,1.0,1.0,,13.0,21.0,,,,3.0,2.0,86.0
7,"Osborne, Michael",6,1,9,15,,,,2.0,1.0,2.0,2.0,5.0,,3.0,,8.0,7.0,,,2.0,,,79.0
2,"Roughead, Jarryd",5,4,7,12,1,,,,,2.0,,3.0,,,,6.0,6.0,1.0,1.0,,,1.0,83.0
12,"Sewell, Brad",6,7,6,12,,,,2.0,1.0,,,,1.0,,,4.0,8.0,1.0,,1.0,1.0,,79.0
11,"Smith, Joel",5,2,5,10,,,,1.0,1.0,1.0,,,,,,3.0,7.0,,,2.0,,,100.0
21,"Vandenberg, Richard",13,8,15,28,1,,,1.0,,4.0,6.0,4.0,,2.0,,8.0,19.0,,,2.0,1.0,,80.0
6,"Williams, Mark",14,8,3,17,8,2.0,,1.0,,1.0,,1.0,2.0,,3.0,5.0,12.0,,8.0,1.0,,2.0,100.0
45,"Young, Clinton",9,3,4,13,,,,1.0,2.0,6.0,,3.0,,1.0,,1.0,11.0,,,2.0,6.0,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,118,169,390,17,7.0,22.0,27.0,45.0,58.0,34.0,44.0,15.0,14.0,6.0,120.0,266.0,11.0,17.0,34.0,27.0,12.0,
Opposition,Opposition,258,170,113,371,13,9.0,21.0,35.0,43.0,53.0,22.0,40.0,14.0,15.0,,102.0,262.0,14.0,15.0,39.0,24.0,4.0,
