Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",30y 269d,270 (191-2-77 71.11%),188 (0.70),←,
46,"Blicavs, Mark",23y 155d,43 (32-0-11 74.42%),10 (0.23),←,
1,"Brown, Mitch",24y 2d,14 (13-0-1 92.86%),9 (0.64),←,
23,"Caddy, Josh",21y 336d,56 (28-0-28 50.00%),38 (0.68),32 (25-0-7 78.13%),21 (0.66)
22,"Duncan, Mitch",23y 81d,98 (76-0-22 77.55%),86 (0.88),←,
44,"Enright, Corey",32y 350d,286 (192-2-92 67.48%),61 (0.21),←,
29,"Guthrie, Cameron",22y 11d,62 (45-0-17 72.58%),10 (0.16),←,
26,"Hawkins, Tom",26y 40d,145 (114-0-31 78.62%),280 (1.93),←,
33,"Horlin-Smith, George",21y 251d,30 (25-0-5 83.33%),18 (0.60),←,
9,"Kelly, James",30y 244d,254 (175-1-78 69.09%),87 (0.34),←,
13,"Lonergan, Tom",30y 105d,143 (108-1-34 75.87%),52 (0.36),←,
4,"Mackie, Andrew",30y 23d,218 (168-0-50 77.06%),90 (0.41),←,
6,"McCarthy, Lincoln",20y 312d,4 (4-0-0 100.00%),,←,
21,"Murdoch, Jordan",22y 160d,40 (30-0-10 75.00%),36 (0.90),←,
25,"Rivers, Jared",29y 316d,180 (77-3-100 43.61%),18 (0.10),30 (23-0-7 76.67%),
14,"Selwood, Joel",26y 96d,182 (147-0-35 80.77%),112 (0.62),←,
2,"Smedts, Billie",22y 83d,33 (24-0-9 72.73%),18 (0.55),←,
27,"Stokes, Mathew",29y 281d,173 (136-0-37 78.61%),199 (1.15),←,
7,"Taylor, Harry",28y 79d,157 (124-0-33 78.98%),40 (0.25),←,
40,"Thurlow, Jackson",20y 155d,8 (5-0-3 62.50%),4 (0.50),←,
5,"Varcoe, Travis",26y 142d,136 (114-0-22 83.82%),130 (0.96),←,
34,"Walker, Josh",21y 291d,15 (10-0-5 66.67%),12 (0.80),←,
Totals,Totals,25y 255d,2547 (1838-9-700 72.16%),1498 (0.59),,
C,"Scott, Chris",38y 119d,95 (73-0-22 76.84%),,←,
