Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
47,"Beams, Ben",20y 257d,2 (1-0-1 50.00%),4 (2.00),←,
8,"Farmer, Jeff",21y 311d,68 (27-0-41 39.71%),130 (1.91),←,
20,"Febey, Matthew",29y 255d,130 (61-0-69 46.92%),37 (0.28),←,
21,"Febey, Steven",29y 255d,208 (108-0-100 51.92%),31 (0.15),←,
27,"Ingerson, Anthony",29y 200d,107 (44-0-63 41.12%),40 (0.37),70 (28-0-42 40.00%),15 (0.21)
36,"Leoncelli, Andrew",24y 288d,48 (22-0-26 45.83%),12 (0.25),←,
45,"Longmuir, Troy",19y 341d,10 (4-0-6 40.00%),1 (0.10),←,
35,"McDonald, Anthony",26y 322d,49 (21-0-28 42.86%),23 (0.47),←,
23,"McDonald, James",22y 208d,29 (17-0-12 58.62%),14 (0.48),←,
9,"Neitz, David",24y 99d,125 (56-0-69 44.80%),182 (1.46),←,
44,"Nicholson, Alistair",21y 58d,6 (2-0-4 33.33%),,←,
43,"Rigoni, Guy",24y 278d,31 (19-0-12 61.29%),9 (0.29),←,
24,"Robertson, Russell",20y 158d,24 (15-0-9 62.50%),23 (0.96),←,
5,"Schwarz, David",26y 281d,98 (44-1-53 45.41%),153 (1.56),←,
10,"Seecamp, Marcus",26y 278d,127 (49-0-78 38.58%),17 (0.13),76 (31-0-45 40.79%),7 (0.09)
2,"Tingay, Stephen",28y 261d,159 (87-0-72 54.72%),82 (0.52),←,
12,"Viney, Todd",33y 32d,222 (108-1-113 48.87%),84 (0.38),←,
42,"Walsh, Peter",22y 281d,5 (2-0-3 40.00%),,←,
26,"Ward, Daniel",21y 296d,6 (2-0-4 33.33%),,←,
34,"White, Jeff",22y 71d,60 (31-0-29 51.67%),36 (0.60),28 (18-0-10 64.29%),18 (0.64)
22,"Woewodin, Shane",22y 293d,53 (23-0-30 43.40%),16 (0.30),←,
13,"Yze, Adem",21y 222d,78 (33-0-45 42.31%),31 (0.40),←,
Totals,Totals,24y 246d,1645 (776-2-867 47.17%),925 (0.56),,
C,"Daniher, Neale",38y 75d,31 (19-0-12 61.29%),,←,
