St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",6.0,6,5,11,,,,1.0,3.0,2.0,,1,,1.0,,,11,,,2.0,,,93.0
36,"Bonner, Riley",17.0,4,5,22,,1.0,,3.0,1.0,2.0,,1,,1.0,,2.0,16,,,3.0,,,77.0
16 ↑,"Butler, Dan",,2,3,3,,,,2.0,,,,1,,1.0,,1.0,2,,,,,,27.0
13,"Byrnes, Ryan",11.0,3,3,14,,,,3.0,1.0,3.0,2.0,4,1.0,1.0,,4.0,8,,1.0,,,1.0,75.0
47,"Caminiti, Anthony",6.0,4,2,8,1.0,1.0,1.0,1.0,,1.0,1.0,5,,1.0,,2.0,6,1.0,3.0,4.0,,1.0,84.0
21,"Cordy, Zaine",2.0,1,2,4,,,,1.0,1.0,,,2,,1.0,,,3,,,10.0,,,95.0
34,"Garcia, Hugo",4.0,1,10,14,1.0,,,9.0,1.0,2.0,1.0,5,,2.0,,10.0,7,,1.0,2.0,,1.0,75.0
1,"Higgins, Jack",6.0,2,6,12,,2.0,,2.0,,1.0,,3,2.0,,,7.0,5,,1.0,2.0,,1.0,77.0
8,"Hill, Bradley",20.0,6,11,31,,1.0,,,3.0,5.0,3.0,3,,1.0,,6.0,24,,,,1.0,,89.0
3 ↓,"Jones, Zak",3.0,1,4,7,1.0,,,,,,1.0,2,,,,3.0,4,,,1.0,,,40.0
19,"Marshall, Rowan",7.0,3,4,11,,,25.0,1.0,2.0,3.0,2.0,6,1.0,2.0,,5.0,5,,,3.0,,,81.0
28,"Membrey, Tim",5.0,4,5,10,3.0,1.0,1.0,3.0,,1.0,,1,1.0,1.0,,5.0,6,,3.0,1.0,,,79.0
10,"Owens, Mitch",4.0,2,7,11,1.0,,1.0,1.0,1.0,2.0,1.0,2,,,,6.0,6,,,2.0,,2.0,82.0
25,"Phillipou, Mattaes",4.0,5,5,9,,,,1.0,1.0,5.0,,3,,,,2.0,7,,,,,,78.0
6,"Ross, Sebastian",13.0,4,10,23,,1.0,,2.0,2.0,2.0,1.0,2,,,,4.0,18,,,1.0,,1.0,75.0
43,"Sharman, Cooper",7.0,3,3,10,1.0,1.0,,3.0,1.0,2.0,,3,,,,7.0,3,2.0,1.0,1.0,,,80.0
35,"Sinclair, Jack",13.0,2,6,19,,1.0,,2.0,3.0,4.0,2.0,2,1.0,1.0,,7.0,11,,,2.0,1.0,,86.0
9,"Steele, Jack",7.0,3,20,27,,,,5.0,,1.0,5.0,5,,1.0,,14.0,12,1.0,,,,,86.0
14,"Stocker, Liam",10.0,2,2,12,,,,,2.0,4.0,3.0,2,,,,6.0,6,,,2.0,,,71.0
7,"Wanganeen-Milera, Nasiah",13.0,5,5,18,,,,1.0,7.0,,2.0,7,1.0,2.0,,6.0,13,,,1.0,2.0,,84.0
44,"Wilkie, Callum",8.0,4,7,15,,,,1.0,2.0,,,6,,3.0,,6.0,9,,,13.0,2.0,,98.0
22,"Wilson, Darcy",8.0,4,7,15,1.0,,,2.0,1.0,3.0,1.0,2,,1.0,,6.0,8,,,,1.0,1.0,86.0
2,"Windhager, Marcus",15.0,3,14,29,,1.0,,6.0,3.0,1.0,5.0,6,1.0,1.0,,15.0,15,,,2.0,,,82.0
Totals,Totals,189.0,74,146,335,9.0,10.0,28.0,50.0,35.0,44.0,30.0,74,8.0,21.0,,124.0,205,4.0,10.0,52.0,7.0,8.0,
Opposition,Opposition,263.0,148,147,410,19.0,10.0,36.0,72.0,33.0,54.0,32.0,38,21.0,7.0,6.0,134.0,270,15.0,16.0,30.0,8.0,11.0,
