Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",22y 339d,54 (34-1-19 63.89%),10 (0.19),←,
5,"Boyd, Matthew",28y 15d,162 (84-2-76 52.47%),57 (0.35),←,
4,"Cross, Daniel",27y 165d,157 (80-3-74 51.91%),26 (0.17),←,
10,"Eagleton, Nathan",31y 305d,276 (133-5-138 49.09%),231 (0.84),220 (107-3-110 49.32%),186 (0.85)
13,"Giansiracusa, Daniel",28y 184d,192 (91-4-97 48.44%),206 (1.07),←,
9,"Gilbee, Lindsay",29y 65d,188 (97-2-89 52.13%),107 (0.57),←,
1,"Grant, Jarrad",21y 67d,20 (13-0-7 65.00%),28 (1.40),←,
16,"Griffen, Ryan",24y 46d,120 (70-1-49 58.75%),74 (0.62),←,
8,"Hahn, Mitch",29y 124d,180 (88-2-90 49.44%),162 (0.90),←,
28,"Hall, Barry",33y 215d,273 (140-3-130 51.83%),690 (2.53),23 (14-0-9 60.87%),79 (3.43)
40,"Harbrow, Jarrod",22y 55d,69 (40-1-28 58.70%),21 (0.30),←,
25,"Hargrave, Ryan",29y 47d,185 (91-4-90 50.27%),35 (0.19),←,
41,"Hooper, Andrew",19y 236d,1 (1-0-0 100.00%),1 (1.00),←,
15,"Hudson, Ben",31y 199d,125 (78-1-46 62.80%),14 (0.11),70 (46-1-23 66.43%),8 (0.11)
6,"Johnson, Brad",34y 55d,363 (177-7-179 49.72%),558 (1.54),←,
36,"Lake, Brian",28y 196d,171 (85-2-84 50.29%),25 (0.15),←,
27,"Minson, Will",25y 153d,105 (61-1-43 58.57%),56 (0.53),←,
2,"Murphy, Robert",28y 94d,187 (86-4-97 47.06%),146 (0.78),←,
42,"Picken, Liam",24y 41d,42 (27-0-15 64.29%),15 (0.36),←,
14,"Ward, Callan",20y 154d,37 (23-0-14 62.16%),21 (0.57),←,
12,"Williams, Tom",24y 56d,55 (32-1-22 59.09%),2 (0.04),←,
29,"Wood, Easton",21y 7d,12 (9-0-3 75.00%),2 (0.17),←,
Totals,Totals,26y 211d,2974 (1540-44-1390 51.78%),2487 (0.84),,
C,"Eade, Rodney",52y 160d,294 (162-4-128 55.78%),,142 (81-2-59 57.75%),
