St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Blake, Jason",27y 147d,130 (63-2-65 49.23%),33 (0.25),←,
26,"Dal Santo, Nick",24y 169d,138 (74-2-62 54.35%),71 (0.51),←,
24,"Dempster, Sean",24y 202d,70 (43-0-27 61.43%),11 (0.16),16 (8-0-8 50.00%),3 (0.19)
40,"Eddy, Robert",20y 215d,7 (5-0-2 71.43%),1 (0.14),←,
17,"Fiora, Aaron",27y 112d,139 (64-1-74 46.40%),57 (0.41),61 (31-1-29 51.64%),32 (0.52)
25,"Fisher, Sam",26y 30d,90 (53-1-36 59.44%),7 (0.08),←,
42,"Geary, Jarryn",20y 47d,10 (5-0-5 50.00%),,←,
19,"Gilbert, Sam",21y 356d,33 (18-1-14 56.06%),10 (0.30),←,
18,"Goddard, Brendon",23y 81d,107 (63-0-44 58.88%),36 (0.34),←,
1,"Gram, Jason",24y 104d,71 (39-1-31 55.63%),33 (0.46),69 (38-1-30 55.80%),33 (0.48)
33,"Gwilt, James",21y 364d,20 (10-0-10 50.00%),5 (0.25),←,
35,"Harvey, Robert",36y 354d,377 (190-4-183 50.93%),213 (0.56),←,
7,"Hayes, Lenny",28y 208d,186 (82-3-101 44.89%),66 (0.35),←,
8,"Hudghton, Max",31y 342d,221 (100-3-118 45.93%),14 (0.06),←,
38,"Jones, Clinton",24y 189d,20 (12-1-7 62.50%),7 (0.35),←,
2,"King, Steven",29y 261d,209 (108-2-99 52.15%),79 (0.38),16 (9-0-7 56.25%),4 (0.25)
23,"Koschitzke, Justin",25y 324d,113 (56-1-56 50.00%),119 (1.05),←,
32,"McQualter, Andrew",22y 61d,31 (16-0-15 51.61%),6 (0.19),←,
44,"Milne, Stephen",28y 154d,159 (76-2-81 48.43%),313 (1.97),←,
11,"Montagna, Leigh",24y 281d,92 (53-1-38 58.15%),58 (0.63),←,
12,"Riewoldt, Nick",25y 297d,152 (76-2-74 50.66%),299 (1.97),←,
13,"Schneider, Adam",24y 89d,111 (66-1-44 59.91%),116 (1.05),13 (6-0-7 46.15%),17 (1.31)
Totals,Totals,25y 249d,2486 (1272-28-1186 51.17%),1554 (0.63),,
C,"Lyon, Ross",41y 275d,41 (21-1-19 52.44%),,←,
