St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",27y 272d,122 (71-1-50 58.61%),95 (0.78),39 (13-1-25 34.62%),21 (0.54)
21,"Bourke, Darren",25y 36d,27 (10-0-17 37.04%),9 (0.33),←,
3,"Burke, Nathan",25y 83d,165 (70-2-93 43.03%),52 (0.32),←,
42,"Coghlan, Glen",20y 275d,3 (0-0-3 0.00%),,←,
1,"Devonport, Craig",25y 93d,88 (41-0-47 46.59%),78 (0.89),←,
10,"Everitt, Peter",20y 362d,36 (13-1-22 37.50%),33 (0.92),←,
6,"Grant, David",28y 266d,188 (68-1-119 36.44%),75 (0.40),←,
29,"Jones, Austinn",18y 214d,5 (0-0-5 0.00%),3 (0.60),←,
17,"Keogh, Rod",24y 36d,41 (18-0-23 43.90%),13 (0.32),19 (6-0-13 31.58%),5 (0.26)
37,"Kitchen, Joshua",19y 350d,3 (0-0-3 0.00%),1 (0.33),←,
24,"Nugent, Glenn",23y 173d,27 (14-0-13 51.85%),11 (0.41),3 (0-0-3 0.00%),
28,"OBrien, Craig",25y 58d,58 (27-1-30 47.41%),103 (1.78),37 (13-1-23 36.49%),87 (2.35)
8,"Peckett, Justin",22y 207d,43 (17-1-25 40.70%),1 (0.02),←,
41,"Pekin, Tim",30y 98d,210 (101-2-107 48.57%),51 (0.24),103 (52-2-49 51.46%),36 (0.35)
31,"Shanahan, Jamie",27y 145d,62 (29-1-32 47.58%),,←,
5,"Shaw, Damen",21y 8d,35 (14-1-20 41.43%),15 (0.43),←,
13,"Sierakowski, David",20y 122d,8 (0-1-7 6.25%),2 (0.25),←,
4,"Smith, Joel",17y 362d,3 (0-0-3 0.00%),1 (0.33),←,
19,"Sziller, Steven",22y 136d,5 (0-0-5 0.00%),1 (0.20),←,
30,"Thornborrow, Wayne",22y 124d,12 (5-0-7 41.67%),10 (0.83),←,
7,"Winmar, Nicky",29y 217d,158 (68-1-89 43.35%),211 (1.34),←,
Totals,Totals,23y 278d,1299 (566-13-720 43.57%),765 (0.59),,
C,"Alves, Stan",48y 343d,27 (7-1-19 27.78%),,←,
