Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Baldwin, Jason",13,2.0,3.0,16,1.0,,,1.0,,,,,2.0,5.0,,,,,,,,,
54,"Bizzotto, Frank",16,,2.0,18,,,,3.0,,,,,4.0,2.0,,,,,,,,,
17,"Broderick, Paul",14,4.0,12.0,26,1.0,1.0,,,,,,,2.0,,,,,,,,,,
15,"Donato, David",8,,3.0,11,,,,2.0,,,,,3.0,2.0,,,,,,,,,
2,"Dundas, Matthew",21,1.0,6.0,27,1.0,,,2.0,,,,,7.0,3.0,,,,,,,,,
54,"Elliott, Jamie",1,,,1,,,,2.0,,,,,1.0,,,,,,,,,,
6,"Ironmonger, John",7,4.0,1.0,8,,,14.0,,,,,,3.0,1.0,,,,,,,,,
43,"Johnston, Andrew",8,2.0,3.0,11,1.0,,,1.0,,,,,1.0,,,,,,,,,,
21,"Kappler, Darren",19,3.0,3.0,22,,,,,,,,,,2.0,,,,,,,,,
11,"Lynch, Alastair",9,3.0,2.0,11,,,,3.0,,,,,,1.0,,,,,,,,,
29,"Lyon, Ross",11,3.0,4.0,15,,,,,,,,,2.0,3.0,1.0,,,,,,,,
5,"McCormack, Brendan",7,2.0,3.0,10,2.0,2.0,,1.0,,,,,2.0,,,,,,,,,,
26,"McGrath, Justin",12,3.0,4.0,16,,,,,,,,,5.0,3.0,,,,,,,,,
25,"OConnell, David",3,2.0,,3,,,4.0,1.0,,,,,,6.0,,,,,,,,,
44,"Osborne, Richard",21,3.0,5.0,26,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
28,"Paxman, Stephen",10,2.0,2.0,12,,,,,,,,,1.0,3.0,,,,,,,,,
1,"Roos, Paul",10,2.0,4.0,14,,,,2.0,,,,,2.0,1.0,,,,,,,,,
20,"Rowe, Duane",3,,2.0,5,,,,,,,,,,1.0,,,,,,,,,
33,"Stephens, Brett",10,3.0,1.0,11,1.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",15,,2.0,17,,,,3.0,,,,,2.0,2.0,,,,,,,,,
Totals,Totals,218,39.0,62.0,280,7.0,5.0,18.0,23.0,,,,,39.0,38.0,3.0,,,,,,,,
Opposition,Opposition,184,31.0,100.0,284,7.0,8.0,14.0,13.0,,,,,38.0,39.0,3.0,,,,,,,,
