Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",16,5,9,25,2,1.0,,4.0,,,,,1.0,1.0,1.0,,,,,,,,
3,"Grant, Chris",11,2,4,15,2,,,2.0,,,,,2.0,2.0,,,,,,,,,
1,"Grgic, Ilija",6,3,2,8,6,,2.0,,,,,,,2.0,,,,,,,,,
7,"Hawkins, Doug",3,,2,5,,1.0,,2.0,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",30,7,5,35,1,1.0,1.0,5.0,,,,,1.0,,,,,,,,,,
21,"Kolyniuk, Steven",10,,2,12,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
12,"Koster, Kym",7,2,6,13,1,,,5.0,,,,,3.0,,,,,,,,,,
35,"Kretiuk, Steven",7,2,5,12,,,,1.0,,,,,,,,,,,,,,,
39,"Liberatore, Tony",10,2,7,17,,,,8.0,,,,,2.0,1.0,3.0,,,,,,,,
9,"Nicholson, Brad",6,4,1,7,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
44,"Osborne, Richard",5,3,1,6,,1.0,,,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",7,2,4,11,,,1.0,1.0,,,,,,2.0,,,,,,,,,
2,"Reynolds, Keenan",11,5,5,16,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
34,"Sexton, Ben",8,2,6,14,,,,,,,,,1.0,,,,,,,,,,
8,"Southern, Daniel",6,2,5,11,1,,,2.0,,,,,4.0,,,,,,,,,,
17,"Standfield, Barry",15,3,5,20,,,10.0,3.0,,,,,4.0,,,,,,,,,,
29,"Thorpe, Alan",7,4,5,12,,2.0,,,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",8,3,4,12,,,,1.0,,,,,,1.0,,,,,,,,,
25,"Watts, Jason",8,1,3,11,,,,2.0,,,,,2.0,1.0,,,,,,,,,
28,"West, Robert",2,1,1,3,,,,,,,,,,,,,,,,,,,
14,"West, Scott",8,2,7,15,,,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,55,89,280,14,10.0,14.0,40.0,,,,,26.0,19.0,4.0,,,,,,,,
Opposition,Opposition,164,58,141,305,13,13.0,29.0,38.0,,,,,19.0,26.0,2.0,,,,,,,,
