North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",24y 305d,148 (77-0-71 52.03%),26 (0.18),←,
50,"Brown, Ben",24y 237d,71 (40-0-31 56.34%),132 (1.86),←,
10,"Cunnington, Ben",26y 15d,159 (84-0-75 52.83%),65 (0.41),←,
38,"Daw, Majak",26y 126d,30 (10-0-20 33.33%),30 (1.00),←,
27,"Garner, Taylor",23y 188d,29 (15-0-14 51.72%),18 (0.62),←,
43,"Gibson, Sam",31y 49d,124 (67-0-57 54.03%),49 (0.40),←,
22,"Goldstein, Todd",29y 14d,186 (96-1-89 51.88%),100 (0.54),←,
39,"Hibberd, Mitchell",20y 295d,4 (0-0-4 0.00%),,←,
4,"Higgins, Shaun",29y 133d,177 (84-1-92 47.74%),192 (1.08),48 (26-0-22 54.17%),64 (1.33)
8,"Hrovat, Nathan",23y 38d,46 (18-0-28 39.13%),25 (0.54),16 (4-0-12 25.00%),11 (0.69)
11,"McDonald, Luke",22y 156d,68 (37-0-31 54.41%),9 (0.13),←,
42,"Mountford, Declan",20y 152d,6 (0-0-6 0.00%),1 (0.17),←,
17,"Mullett, Aaron",25y 142d,80 (38-0-42 47.50%),30 (0.38),←,
26,"Nielson, Dan",21y 67d,2 (0-0-2 0.00%),,←,
21,"Simpkin, Jy",19y 132d,8 (1-0-7 12.50%),5 (0.63),←,
9,"Swallow, Andrew",30y 43d,218 (108-1-109 49.77%),78 (0.36),←,
25,"Tarrant, Robbie",28y 81d,100 (48-0-52 48.00%),42 (0.42),←,
12,"Thomas, Lindsay",29y 137d,204 (98-2-104 48.53%),322 (1.58),←,
16,"Thompson, Scott",31y 67d,194 (94-2-98 48.97%),6 (0.03),←,
41,"Wagner, Corey",20y 114d,8 (1-0-7 12.50%),,←,
7,"Ziebell, Jack",26y 137d,163 (79-0-84 48.47%),97 (0.60),←,
44,"Zurhaar, Cameron",19y 54d,1 (0-0-1 0.00%),,←,
Totals,Totals,25y 39d,2026 (995-7-1024 49.11%),1227 (0.61),,
C,"Scott, Brad",41y 73d,173 (89-0-84 51.45%),,←,
