St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",27y 19d,120 (50-1-69 42.08%),76 (0.63),←,
27,"Bruce, Josh",23y 27d,37 (8-0-29 21.62%),44 (1.19),23 (7-0-16 30.43%),41 (1.78)
24,"Dempster, Sean",31y 166d,195 (97-3-95 50.51%),20 (0.10),141 (62-3-76 45.04%),12 (0.09)
7,"Dunstan, Luke",20y 157d,28 (9-0-19 32.14%),17 (0.61),←,
25,"Fisher, Sam",32y 360d,207 (118-4-85 57.97%),22 (0.11),←,
14,"Geary, Jarryn",27y 12d,111 (62-0-49 55.86%),20 (0.18),←,
19,"Gilbert, Sam",28y 320d,149 (88-4-57 60.40%),29 (0.19),←,
18,"Longer, Billy",22y 54d,38 (8-0-30 21.05%),2 (0.05),29 (6-0-23 20.69%),2 (0.07)
37,"Lonie, Jack",18y 326d,12 (5-0-7 41.67%),10 (0.83),←,
28,"Membrey, Tim",21y 40d,10 (4-0-6 40.00%),7 (0.70),9 (3-0-6 33.33%),7 (0.78)
11,"Montagna, Leigh",31y 245d,240 (130-4-106 55.00%),142 (0.59),←,
16,"Newnes, Jack",22y 131d,60 (18-0-42 30.00%),7 (0.12),←,
22,"Ray, Farren",29y 104d,201 (103-4-94 52.24%),58 (0.29),126 (68-3-55 55.16%),26 (0.21)
12,"Riewoldt, Nick",32y 261d,290 (145-5-140 50.86%),638 (2.20),←,
17,"Roberton, Dylan",24y 14d,76 (33-0-43 43.42%),11 (0.14),39 (11-0-28 28.21%),6 (0.15)
6,"Ross, Sebastian",22y 59d,31 (8-0-23 25.81%),5 (0.16),←,
5,"Savage, Shane",24y 181d,82 (48-0-34 58.54%),47 (0.57),26 (7-0-19 26.92%),10 (0.38)
13,"Schneider, Adam",31y 54d,224 (131-3-90 59.15%),257 (1.15),126 (71-2-53 57.14%),158 (1.25)
40,"Sinclair, Jack",20y 143d,11 (4-0-7 36.36%),13 (1.18),←,
3,"Steven, Jack",25y 99d,103 (39-1-63 38.35%),71 (0.69),←,
29,"Webster, Jimmy",22y 7d,31 (8-0-23 25.81%),2 (0.06),←,
44,"Weller, Maverick",23y 142d,59 (12-0-47 20.34%),13 (0.22),27 (6-0-21 22.22%),10 (0.37)
Totals,Totals,25y 199d,2315 (1128-29-1158 48.73%),1511 (0.65),,
C,"Richardson, Alan",50y 49d,36 (9-0-27 25.00%),,35 (9-0-26 25.71%),
