Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",7,5,12,19,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
22,"Bain, David",22,3,8,30,1,,,1.0,,,,,2.0,,,,,,,,,,
39,"Capper, Warwick",9,6,1,10,2,3.0,,,,,,,1.0,3.0,,,,,,,,,
23,"Caton, Kevin",10,6,,10,2,4.0,,1.0,,,,,,,,,,,,,,,
19,"Edwards, Bradley",3,5,5,8,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",8,3,9,17,,,,,,,,,,1.0,,,,,,,,,
5,"Hardie, Brad",24,6,6,30,,1.0,,,,,,,1.0,1.0,,,,,,,,,
9,"Ishchenko, Alex",6,4,3,9,,,8.0,1.0,,,,,2.0,,,,,,,,,,
41,"Kennedy, Matthew",4,3,5,9,,,,1.0,,,,,,1.0,,,,,,,,,
36,"Kennedy, Michael",6,1,6,12,,,,2.0,,,,,,,,,,,,,,,
17,"Leslie, Martin",15,8,8,23,,,,1.0,,,,,,,,,,,,,,,
16,"Lester-Smith, Rod",8,3,3,11,,,,,,,,,2.0,1.0,,,,,,,,,
7,"McIvor, Scott",10,5,10,20,,1.0,,1.0,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",11,6,5,16,2,,,3.0,,,,,1.0,,,,,,,,,,
31,"OKeeffe, David",6,3,3,9,,,,,,,,,1.0,,,,,,,,,,
8,"Richardson, Michael",13,6,15,28,,,,4.0,,,,,2.0,1.0,,,,,,,,,
14,"Umbers, Richard",1,,3,4,,,,1.0,,,,,,,,,,,,,,,
18,"Walsh, Phil",13,7,11,24,,1.0,,3.0,,,,,2.0,3.0,,,,,,,,,
37,"Withers, Mark",17,4,6,23,,1.0,,,,,,,1.0,,,,,,,,,,
21,"Zanotti, Mark",26,8,5,31,,,,,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,92,124,343,7,13.0,10.0,23.0,,,,,20.0,16.0,,,,,,,,,
Opposition,Opposition,227,99,124,351,15,19.0,14.0,16.0,,,,,16.0,20.0,6.0,,,,,,,,
