Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",24y 199d,85 (54-3-28 65.29%),28 (0.33),←,
21,"Balta, Noah",22y 295d,60 (39-1-20 65.83%),22 (0.37),←,
29,"Bolton, Shai",23y 249d,88 (55-3-30 64.20%),97 (1.10),←,
35,"Broad, Nathan",29y 121d,105 (74-2-29 71.43%),1 (0.01),←,
11,"Castagna, Jason",26y 33d,133 (87-2-44 66.17%),127 (0.95),←,
9,"Cotchin, Trent",32y 129d,285 (158-4-123 56.14%),132 (0.46),←,
38,"Cumberland, Noah",21y 152d,7 (3-1-3 50.00%),15 (2.14),←,
10,"Edwards, Shane",33y 293d,301 (155-7-139 52.66%),186 (0.62),←,
28,"Gibcus, Josh",19y 132d,16 (10-0-6 62.50%),3 (0.19),←,
34,"Graham, Jack",24y 170d,97 (64-3-30 67.53%),40 (0.41),←,
19,"Lynch, Tom",29y 287d,210 (88-3-119 42.62%),439 (2.09),79 (51-2-26 65.82%),185 (2.34)
33,"McIntosh, Kamdyn",28y 133d,144 (94-2-48 65.97%),40 (0.28),←,
46,"Miller, Ben",22y 348d,10 (5-2-3 60.00%),2 (0.20),←,
25,"Nankervis, Toby",28y 2d,119 (81-1-37 68.49%),34 (0.29),107 (74-1-32 69.63%),31 (0.29)
50,"Pickett, Marlion",30y 220d,55 (32-3-20 60.91%),14 (0.25),←,
3,"Prestia, Dion",29y 306d,190 (92-2-96 48.95%),61 (0.32),95 (66-2-27 70.53%),31 (0.33)
8,"Riewoldt, Jack",33y 287d,324 (171-7-146 53.86%),751 (2.32),←,
17,"Rioli, Daniel",25y 120d,135 (85-3-47 64.07%),98 (0.73),←,
49,"Rioli, Maurice",19y 347d,15 (10-1-4 70.00%),14 (0.93),←,
15,"Short, Jayden",26y 202d,135 (84-3-48 63.33%),27 (0.20),←,
40,"Sonsie, Tyler",19y 199d,5 (3-1-1 70.00%),1 (0.20),←,
6,"Tarrant, Robbie",33y 111d,192 (86-2-104 45.31%),44 (0.23),18 (9-1-8 52.78%),
1,"Vlastuin, Nick",28y 117d,188 (119-3-66 64.10%),27 (0.14),←,
Totals,Totals,26y 257d,2899 (1649-59-1191 56.88%),2203 (0.76),,
C,"Hardwick, Damien",49y 361d,295 (166-5-124 57.12%),,←,
