Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
19,"Beveridge, Luke",24y 277d,64 (38-0-26 59.38%),65 (1.02),22 (14-0-8 63.64%),24 (1.09)
18,"Cameron, Leon",22y 267d,94 (49-1-44 52.66%),42 (0.45),←,
26,"Cox, Simon",18y 122d,1 (0-0-1 0.00%),1 (1.00),←,
3,"Grant, Chris",22y 165d,109 (59-1-49 54.59%),240 (2.20),←,
1,"Grgic, Ilija",23y 83d,40 (23-0-17 57.50%),53 (1.33),←,
29,"Griffin, Daryl",19y 124d,1 (0-0-1 0.00%),,←,
6,"Johnson, Brad",18y 313d,18 (9-0-9 50.00%),11 (0.61),←,
2,"Kolyniuk, Steven",24y 326d,99 (50-1-48 51.01%),117 (1.18),←,
39,"Liberatore, Tony",29y 105d,137 (76-1-60 55.84%),70 (0.51),←,
27,"Macpherson, Stephen",30y 176d,183 (91-3-89 50.55%),152 (0.83),←,
23,"Martin, Michael",18y 91d,2 (0-0-2 0.00%),1 (0.50),←,
9,"Nicholson, Brad",20y 357d,16 (8-0-8 50.00%),1 (0.06),←,
44,"Osborne, Richard",30y 345d,230 (96-0-134 41.74%),503 (2.19),27 (15-0-12 55.56%),53 (1.96)
21,"Phillipou, Sam",20y 251d,2 (0-0-2 0.00%),3 (1.50),←,
11,"Romero, Jose",23y 299d,98 (53-0-45 54.08%),103 (1.05),9 (4-0-5 44.44%),5 (0.56)
5,"Smith, Rohan",21y 361d,39 (23-0-16 58.97%),23 (0.59),←,
8,"Southern, Daniel",20y 146d,30 (14-0-16 46.67%),6 (0.20),←,
17,"Standfield, Barry",25y 103d,83 (46-0-37 55.42%),33 (0.40),←,
24,"Wallis, Stephen",30y 212d,237 (126-2-109 53.59%),57 (0.24),←,
7,"West, Scott",20y 194d,49 (26-0-23 53.06%),32 (0.65),←,
15,"Wynd, Scott",25y 122d,112 (57-1-54 51.34%),23 (0.21),←,
Totals,Totals,23y 177d,1644 (844-10-790 51.34%),1536 (0.93),,
C,"Joyce, Alan",52y 218d,124 (83-0-41 66.94%),,31 (16-0-15 51.61%),
