Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",32y 204d,189 (106-1-82 56.35%),735 (3.89),183 (101-1-81 55.46%),725 (3.96)
6,"Barnes, John",24y 326d,48 (25-1-22 53.13%),21 (0.44),36 (19-0-17 52.78%),9 (0.25)
9,"Breuer, Shayne",21y 225d,5 (2-0-3 40.00%),5 (1.00),←,
16,"Brownless, Bill",27y 85d,140 (77-1-62 55.36%),338 (2.41),←,
40,"Brown, Paul",24y 352d,49 (32-0-17 65.31%),52 (1.06),←,
7,"Couch, Paul",29y 278d,189 (107-0-82 56.61%),159 (0.84),←,
28,"Darcy, Tim",30y 98d,158 (84-0-74 53.16%),66 (0.42),←,
33,"Forssman, Darren",23y 221d,40 (26-0-14 65.00%),28 (0.70),←,
36,"Graham, Ben",20y 172d,4 (3-0-1 75.00%),1 (0.25),←,
42,"Hickmott, Adrian",22y 24d,15 (9-0-6 60.00%),7 (0.47),←,
32,"Hocking, Garry",25y 197d,124 (70-1-53 56.85%),122 (0.98),←,
1,"Hocking, Steve",29y 95d,182 (98-0-84 53.85%),10 (0.05),←,
24,"Lord, Aaron",18y 276d,1 (1-0-0 100.00%),,←,
21,"Mansfield, Michael",22y 258d,54 (30-0-24 55.56%),41 (0.76),←,
17,"McGrath, Tim",23y 198d,57 (35-0-22 61.40%),2 (0.04),50 (31-0-19 62.00%),2 (0.04)
31,"Mensch, David",21y 252d,18 (14-0-4 77.78%),26 (1.44),←,
20,"OReilly, Stephen",21y 165d,17 (9-0-8 52.94%),5 (0.29),←,
23,"Pickering, Liam",25y 226d,39 (18-0-21 46.15%),19 (0.49),17 (9-0-8 52.94%),11 (0.65)
15,"Riccardi, Peter",21y 127d,42 (27-0-15 64.29%),35 (0.83),←,
8,"Scott, Robert",25y 53d,125 (71-1-53 57.20%),159 (1.27),←,
4,"Wills, Andrew",22y 110d,38 (26-0-12 68.42%),20 (0.53),←,
Totals,Totals,24y 188d,1534 (870-5-659 56.71%),1851 (1.21),,
C,"Blight, Malcolm",44y 66d,140 (81-0-59 57.86%),,124 (75-0-49 60.48%),
