Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
9,"Anthony, John",21y 194d,29 (19-0-10 65.52%),62 (2.14),←,
43,"Barham, Jaxson",21y 73d,6 (4-0-2 66.67%),1 (0.17),←,
17,"Beams, Dayne",19y 170d,12 (8-0-4 66.67%),13 (1.08),←,
15,"Brown, Leigh",27y 159d,198 (90-1-107 45.71%),92 (0.46),17 (12-0-5 70.59%),8 (0.47)
32,"Cloke, Travis",22y 149d,93 (52-0-41 55.91%),111 (1.19),←,
1,"Davis, Leon",28y 45d,177 (90-0-87 50.85%),230 (1.30),←,
4,"Didak, Alan",26y 167d,151 (86-0-65 56.95%),210 (1.39),←,
6,"Goldsack, Tyson",22y 71d,41 (23-0-18 56.10%),5 (0.12),←,
26,"Johnson, Ben",28y 118d,178 (94-0-84 52.81%),51 (0.29),←,
24,"Lockyer, Tarkyn",29y 275d,209 (104-0-105 49.76%),137 (0.66),←,
8,"Lumumba, Heritier",22y 259d,78 (46-0-32 58.97%),5 (0.06),←,
5,"Maxwell, Nick",26y 59d,111 (62-0-49 55.86%),26 (0.23),←,
7,"Medhurst, Paul",27y 233d,152 (81-0-71 53.29%),259 (1.70),53 (31-0-22 58.49%),93 (1.75)
11,"OBree, Shane",30y 139d,233 (119-0-114 51.07%),84 (0.36),214 (110-0-104 51.40%),81 (0.38)
10,"Pendlebury, Scott",21y 206d,72 (41-0-31 56.94%),42 (0.58),←,
35,"Prestigiacomo, Simon",31y 182d,213 (95-0-118 44.60%),3 (0.01),←,
39,"Shaw, Heath",23y 247d,85 (48-0-37 56.47%),19 (0.22),←,
22,"Sidebottom, Steele",18y 211d,8 (6-0-2 75.00%),3 (0.38),←,
36,"Swan, Dane",25y 157d,118 (64-0-54 54.24%),72 (0.61),←,
13,"Thomas, Dale",22y 41d,78 (46-0-32 58.97%),63 (0.81),←,
34,"Toovey, Alan",22y 131d,34 (22-0-12 64.71%),6 (0.18),←,
19,"Wood, Cameron",22y 150d,36 (14-0-22 38.89%),7 (0.19),20 (11-0-9 55.00%),7 (0.35)
Totals,Totals,24y 223d,2312 (1214-1-1097 52.51%),1501 (0.65),,
C,"Malthouse, Mick",55y 349d,606 (340-4-262 56.44%),,228 (117-0-111 51.32%),
