West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
14,"Brennan, Michael",25y 78d,78 (40-1-37 51.92%),9 (0.12),←,
36,"Hart, David",26y 196d,72 (38-1-33 53.47%),63 (0.88),←,
39,"Heady, Brett",20y 254d,18 (11-1-6 63.89%),23 (1.28),←,
34,"Irving, Dean",24y 14d,16 (10-1-5 65.63%),3 (0.19),←,
25,"Keene, Laurie",29y 226d,34 (15-1-18 45.59%),37 (1.09),←,
33,"Kemp, Dean",21y 210d,21 (14-1-6 69.05%),3 (0.14),←,
5,"Lamb, Dwayne",28y 269d,84 (45-1-38 54.17%),27 (0.32),←,
19,"Langdon, Karl",22y 171d,51 (30-1-20 59.80%),64 (1.25),←,
28,"Lewis, Chris",21y 182d,67 (34-1-32 51.49%),85 (1.27),←,
3,"Mainwaring, Chris",24y 262d,78 (41-1-36 53.21%),24 (0.31),←,
8,"Malaxos, Stephen",29y 88d,75 (42-1-32 56.67%),45 (0.60),66 (37-1-28 56.82%),30 (0.45)
40,"McGrath, Craig",26y 341d,69 (35-1-33 51.45%),53 (0.77),11 (8-1-2 77.27%),11 (1.00)
17,"McKenna, Guy",21y 127d,62 (33-1-28 54.03%),5 (0.08),←,
20,"Peos, Paul",22y 230d,33 (13-1-19 40.91%),10 (0.30),←,
23,"Rance, Murray",28y 233d,97 (49-2-46 51.55%),12 (0.12),57 (29-1-27 51.75%),7 (0.12)
4,"Sumich, Peter",22y 247d,40 (19-1-20 48.75%),129 (3.22),←,
7,"Turley, Craig",25y 22d,30 (14-1-15 48.33%),21 (0.70),←,
35,"Ugle, Troy",22y 150d,32 (20-0-12 62.50%),29 (0.91),←,
9,"Wilson, Peter",26y 304d,73 (31-0-42 42.47%),57 (0.78),19 (14-0-5 73.68%),18 (0.95)
24,"Worsfold, John",21y 355d,73 (41-1-31 56.85%),12 (0.16),←,
Totals,Totals,24y 234d,1103 (575-19-509 52.13%),711 (0.64),,
C,"Malthouse, Mick",37y 29d,159 (83-3-73 53.14%),,24 (16-1-7 68.75%),
