Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",22y 327d,75 (22-0-53 29.33%),27 (0.36),44 (19-0-25 43.18%),15 (0.34)
14,"Aish, James",20y 278d,45 (14-0-31 31.11%),18 (0.40),13 (6-0-7 46.15%),10 (0.77)
11,"Blair, Jarryd",26y 120d,141 (87-1-53 62.06%),108 (0.77),←,
16,"Brown, Nathan",27y 239d,128 (75-1-52 58.98%),7 (0.05),←,
25,"Crisp, Jack",22y 315d,60 (25-0-35 41.67%),33 (0.55),42 (18-0-24 42.86%),23 (0.55)
2,"de Goey, Jordan",20y 150d,34 (14-0-20 41.18%),17 (0.50),←,
6,"Goldsack, Tyson",29y 82d,140 (89-0-51 63.57%),48 (0.34),←,
19,"Greenwood, Levi",27y 175d,101 (49-1-51 49.01%),44 (0.44),27 (9-0-18 33.33%),18 (0.67)
4,"Grundy, Brodie",22y 119d,60 (29-0-31 48.33%),22 (0.37),←,
38,"Howe, Jeremy",26y 44d,118 (29-0-89 24.58%),83 (0.70),18 (7-0-11 38.89%),3 (0.17)
17,"Marsh, Jonathon",20y 300d,13 (5-0-8 38.46%),,←,
37,"Maynard, Brayden",19y 327d,27 (9-0-18 33.33%),6 (0.22),←,
30,"Moore, Darcy",20y 200d,25 (9-0-16 36.00%),33 (1.32),←,
43,"Oxley, Adam",23y 285d,30 (14-0-16 46.67%),9 (0.30),←,
10,"Pendlebury, Scott",28y 218d,234 (143-2-89 61.54%),151 (0.65),←,
21,"Phillips, Tom",20y 97d,4 (2-0-2 50.00%),2 (0.50),←,
22,"Sidebottom, Steele",25y 223d,161 (102-2-57 63.98%),122 (0.76),←,
40,"Smith, Josh",22y 223d,16 (7-0-9 43.75%),3 (0.19),←,
7,"Treloar, Adam",23y 156d,99 (28-0-71 28.28%),58 (0.59),20 (8-0-12 40.00%),10 (0.50)
18,"Varcoe, Travis",28y 124d,175 (131-0-44 74.86%),146 (0.83),37 (17-0-20 45.95%),16 (0.43)
9,"White, Jesse",28y 216d,121 (59-2-60 49.59%),138 (1.14),50 (24-0-26 48.00%),65 (1.30)
33,"Wills, Rupert",23y 84d,3 (1-0-2 33.33%),1 (0.33),←,
Totals,Totals,24y 63d,1810 (943-9-858 52.10%),1076 (0.59),,
C,"Buckley, Nathan",44y 17d,112 (60-0-52 53.57%),,←,
