Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",16,3,4,20,2,2.0,,2.0,,,,,,,,,,,,,,,
8,"Anderson, Dean",19,2,4,23,,1.0,,2.0,,,,,5.0,2.0,,,,,,,,,
7,"Ayres, Gary",7,3,4,11,,,,3.0,,,,,1.0,1.0,,,,,,,,,
4,"Collins, Andrew",12,7,5,17,1,,,1.0,,,,,,2.0,2.0,,,,,,,,
3,"Condon, Anthony",13,5,3,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Dear, Greg",3,6,5,8,,,7.0,,,,,,,2.0,,,,,,,,,
19,"Dunstall, Jason",16,12,,16,7,5.0,,1.0,,,,,1.0,2.0,,,,,,,,,
16,"Gowers, Andrew",2,,2,4,,,,,,,,,2.0,2.0,,,,,,,,,
6,"Hall, Tony",10,8,12,22,,1.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Hudson, Paul",8,4,10,18,3,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
11,"Jarman, Darren",25,10,4,29,1,1.0,,7.0,,,,,3.0,2.0,3.0,,,,,,,,
1,"Jencke, Ray",11,3,7,18,,,,3.0,,,,,1.0,,,,,,,,,,
24,"Langford, Chris",16,3,2,18,,,,1.0,,,,,1.0,3.0,,,,,,,,,
12,"Lawrence, Stephen",11,5,4,15,,,8.0,1.0,,,,,1.0,3.0,,,,,,,,,
38,"McCrabb, Austin",6,3,3,9,,,,,,,,,,,,,,,,,,,
28,"McDonald, Alex",7,1,1,8,,,,,,,,,,,,,,,,,,,
44,"Platten, John",25,2,6,31,,,,4.0,,,,,2.0,2.0,1.0,,,,,,,,
18,"Pritchard, Darrin",7,5,6,13,,,,,,,,,1.0,,,,,,,,,,
25,"Taylor, Jason",9,8,6,15,1,,1.0,,,,,,1.0,1.0,,,,,,,,,
10,"Wittman, Chris",6,2,4,10,,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,229,92,92,321,15,12.0,16.0,29.0,,,,,25.0,25.0,6.0,,,,,,,,
Opposition,Opposition,210,73,131,341,15,13.0,16.0,22.0,,,,,25.0,25.0,,,,,,,,,
