Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",7.0,2.0,3.0,10.0,,,,,,,,,1.0,1.0,,,,,,,,,
16,"Croft, Matthew",9.0,2.0,1.0,10.0,,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
3,"Grant, Chris",8.0,5.0,3.0,11.0,1.0,4.0,,2.0,,,,,,,,,,,,,,,
1,"Grgic, Ilija",4.0,3.0,6.0,10.0,1.0,3.0,9.0,,,,,,1.0,2.0,,,,,,,,,
37,"Hargraves, Daniel",,,,,,,,,,,,,,,,,,,,,,,
10,"Hunter, Mark",2.0,,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,
6,"Johnson, Brad",14.0,5.0,6.0,20.0,,,,3.0,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",1.0,,3.0,4.0,,,,1.0,,,,,1.0,,,,,,,,,,
2,"Kolyniuk, Steven",2.0,1.0,2.0,4.0,1.0,,,2.0,,,,,,1.0,,,,,,,,,
36,"Lane, Tyson",5.0,1.0,2.0,7.0,,1.0,,,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",15.0,3.0,11.0,26.0,,,,4.0,,,,,2.0,1.0,,,,,,,,,
44,"Osborne, Richard",6.0,2.0,2.0,8.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,
11,"Romero, Jose",9.0,1.0,4.0,13.0,1.0,,,2.0,,,,,2.0,,,,,,,,,,
34,"Sexton, Ben",5.0,1.0,1.0,6.0,,,,,,,,,,2.0,,,,,,,,,
38,"Sir, Sedat",2.0,1.0,1.0,3.0,,,1.0,,,,,,1.0,,,,,,,,,,
5,"Smith, Rohan",14.0,2.0,5.0,19.0,2.0,,,4.0,,,,,1.0,3.0,,,,,,,,,
8,"Southern, Daniel",4.0,1.0,7.0,11.0,,,,,,,,,,,,,,,,,,,
17,"Standfield, Barry",9.0,4.0,,9.0,1.0,1.0,,1.0,,,,,2.0,4.0,,,,,,,,,
24,"Wallis, Stephen",4.0,1.0,6.0,10.0,,,,1.0,,,,,,,,,,,,,,,
25,"Watts, Jason",7.0,1.0,7.0,14.0,,,,2.0,,,,,,1.0,,,,,,,,,
7,"West, Scott",22.0,2.0,7.0,29.0,,2.0,,3.0,,,,,1.0,,2.0,,,,,,,,
Totals,Totals,149.0,38.0,78.0,227.0,8.0,12.0,11.0,29.0,,,,,15.0,19.0,2.0,,,,,,,,
Opposition,Opposition,233.0,91.0,148.0,381.0,23.0,20.0,25.0,32.0,,,,,19.0,15.0,4.0,,,,,,,,
