Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",21y 223d,47 (11-0-36 23.40%),15 (0.32),16 (8-0-8 50.00%),3 (0.19)
11,"Blair, Jarryd",25y 17d,107 (75-1-31 70.56%),83 (0.78),←,
16,"Brown, Nathan",26y 135d,98 (63-1-34 64.80%),7 (0.07),←,
32,"Cloke, Travis",28y 57d,221 (140-2-79 63.80%),402 (1.82),←,
25,"Crisp, Jack",21y 211d,23 (11-0-12 47.83%),14 (0.61),5 (4-0-1 80.00%),4 (0.80)
2,"Dwyer, Sam",28y 245d,37 (21-0-16 56.76%),22 (0.59),←,
5,"Elliott, Jamie",22y 253d,57 (37-0-20 64.91%),78 (1.37),←,
45,"Frost, Jack",23y 65d,29 (16-0-13 55.17%),,←,
44,"Gault, Corey",22y 185d,4 (3-0-1 75.00%),4 (1.00),←,
6,"Goldsack, Tyson",27y 344d,129 (84-0-45 65.12%),48 (0.37),←,
4,"Grundy, Brodie",21y 16d,27 (16-0-11 59.26%),6 (0.22),←,
33,"Karnezis, Patrick",23y 8d,23 (5-0-18 21.74%),26 (1.13),2 (2-0-0 100.00%),2 (1.00)
8,"Langdon, Tom",20y 326d,24 (14-0-10 58.33%),,←,
43,"Oxley, Adam",22y 181d,7 (6-0-1 85.71%),2 (0.29),←,
10,"Pendlebury, Scott",27y 114d,197 (129-2-66 65.99%),129 (0.65),←,
31,"Ramsay, Jackson",20y 162d,7 (5-0-2 71.43%),,←,
40,"Seedsman, Paul",23y 99d,41 (23-0-18 56.10%),14 (0.34),←,
36,"Swan, Dane",31y 65d,241 (150-2-89 62.66%),194 (0.80),←,
34,"Toovey, Alan",28y 39d,136 (93-2-41 69.12%),9 (0.07),←,
18,"Varcoe, Travis",27y 21d,143 (118-0-25 82.52%),133 (0.93),5 (4-0-1 80.00%),3 (0.60)
9,"White, Jesse",27y 112d,94 (49-2-43 53.19%),99 (1.05),23 (14-0-9 60.87%),26 (1.13)
26,"Williams, Marley",21y 283d,42 (25-0-17 59.52%),4 (0.10),←,
Totals,Totals,24y 227d,1734 (1094-12-628 63.09%),1289 (0.74),,
C,"Buckley, Nathan",42y 279d,75 (46-0-29 61.33%),,←,
