Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",14,9,,14,8,3.0,,1.0,,,,,1.0,3.0,1.0,,,,,,,,
6,"Barnes, John",5,6,11,16,,1.0,24.0,,,,,,1.0,1.0,,,,,,,,,
9,"Breuer, Shayne",1,1,6,7,,,,1.0,,,,,,3.0,,,,,,,,,
2,"Colbert, Leigh",10,4,10,20,1,,,2.0,,,,,3.0,3.0,,,,,,,,,
7,"Couch, Paul",22,4,10,32,4,2.0,,2.0,,,,,1.0,,,,,,,,,,
28,"Darcy, Tim",6,1,5,11,,,,,,,,,2.0,,,,,,,,,,
36,"Graham, Ben",,,,,,,1.0,1.0,,,,,,,,,,,,,,,
42,"Hickmott, Adrian",8,5,10,18,1,,,2.0,,,,,,2.0,,,,,,,,,
29,"Hinkley, Ken",19,3,17,36,,,,2.0,,,,,2.0,2.0,,,,,,,,,
32,"Hocking, Garry",12,2,23,35,1,,,,,,,,2.0,2.0,2.0,,,,,,,,
1,"Hocking, Steve",10,5,8,18,,,,2.0,,,,,2.0,,,,,,,,,,
21,"Mansfield, Michael",10,3,9,19,,,,,,,,,3.0,2.0,3.0,,,,,,,,
17,"McGrath, Tim",9,5,10,19,,,,3.0,,,,,,,,,,,,,,,
31,"Mensch, David",8,2,7,15,1,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,
20,"OReilly, Stephen",6,5,6,12,,,,1.0,,,,,,,,,,,,,,,
23,"Pickering, Liam",17,9,18,35,,,,2.0,,,,,3.0,1.0,,,,,,,,,
15,"Riccardi, Peter",9,2,14,23,,1.0,,2.0,,,,,4.0,,,,,,,,,,
8,"Scott, Robert",8,1,2,10,2,,,,,,,,,1.0,,,,,,,,,
25,"Steele, Darren",2,,,2,,,,,,,,,,,,,,,,,,,
10,"Tanner, Grant",7,2,9,16,1,2.0,,2.0,,,,,,,,,,,,,,,
4,"Wills, Andrew",12,2,5,17,2,3.0,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,71,180,375,21,16.0,26.0,25.0,,,,,28.0,22.0,6.0,,,,,,,,
Opposition,Opposition,163,55,109,272,11,12.0,15.0,29.0,,,,,22.0,28.0,,,,,,,,,
