Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",12,8,10,22,2,,,2.0,3.0,3.0,2.0,3.0,,,,5.0,17.0,,1.0,1.0,,,82.0
18,"Betts, Eddie",10,6,6,16,3,2.0,,2.0,,3.0,1.0,2.0,,1.0,,4.0,11.0,1.0,3.0,1.0,,,85.0
16,"Brown, Luke",17,6,6,23,,,,4.0,6.0,1.0,1.0,,2.0,,,8.0,13.0,,,3.0,,1.0,84.0
39,"Doedee, Tom",10,5,5,15,,,,2.0,5.0,,1.0,,1.0,,,5.0,9.0,1.0,,5.0,,,82.0
26,"Douglas, Richard",11,4,11,22,1,1.0,,5.0,1.0,2.0,4.0,2.0,2.0,1.0,,12.0,10.0,,1.0,2.0,2.0,2.0,85.0
28,"Ellis-Yolmen, Cam",11,3,5,16,,,,3.0,,1.0,3.0,4.0,,1.0,,6.0,9.0,,,1.0,,1.0,67.0
6,"Gibbs, Bryce",14,5,12,26,1,1.0,,10.0,2.0,3.0,8.0,1.0,1.0,,2.0,11.0,16.0,,1.0,2.0,,1.0,84.0
1,"Greenwood, Hugh",7,3,10,17,,,,6.0,,1.0,1.0,3.0,1.0,,,9.0,7.0,1.0,1.0,1.0,,,67.0
15,"Hartigan, Kyle",8,5,3,11,,,,2.0,3.0,1.0,,1.0,2.0,,,3.0,7.0,,,7.0,,,93.0
24,"Jacobs, Sam",13,4,7,20,,1.0,37.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,12.0,6.0,3.0,,1.0,,1.0,79.0
4,"Jenkins, Josh",7,6,3,10,1,1.0,5.0,4.0,,1.0,1.0,1.0,1.0,1.0,,4.0,6.0,2.0,3.0,3.0,1.0,,86.0
8,"Kelly, Jake",7,5,12,19,,,,1.0,,1.0,1.0,1.0,,1.0,,7.0,12.0,1.0,,4.0,1.0,,88.0
29,"Laird, Rory",16,7,16,32,,,,6.0,6.0,,,5.0,1.0,2.0,,8.0,22.0,,,2.0,,,84.0
27,"Lynch, Tom",17,5,4,21,,1.0,,3.0,2.0,4.0,2.0,3.0,1.0,,,7.0,15.0,1.0,,,,2.0,77.0
14,"Mackay, David",12,5,9,21,,1.0,,2.0,2.0,5.0,,,,,,2.0,19.0,,,3.0,,,83.0
41,"McGovern, Mitch",15,8,,15,2,1.0,,3.0,,2.0,,1.0,2.0,1.0,,3.0,12.0,1.0,2.0,1.0,,1.0,91.0
30,"Milera, Wayne",7,3,3,10,,,,2.0,,2.0,,4.0,,1.0,,1.0,10.0,,,2.0,,,80.0
44,"Murphy, Lachlan",7,5,5,12,,1.0,,6.0,,4.0,1.0,2.0,1.0,2.0,,6.0,7.0,,1.0,,1.0,,85.0
11,"Seedsman, Paul",15,8,11,26,2,,,2.0,4.0,8.0,4.0,3.0,2.0,2.0,1.0,8.0,18.0,,1.0,1.0,3.0,1.0,79.0
9,"Sloane, Rory",7,3,8,15,,1.0,,5.0,1.0,3.0,1.0,,,,,5.0,10.0,,,1.0,,1.0,64.0
12,"Talia, Daniel",7,5,11,18,,,,4.0,3.0,1.0,,,,,,3.0,15.0,,,9.0,,,95.0
13,"Walker, Taylor",6,2,4,10,3,1.0,,4.0,,3.0,,2.0,,2.0,,5.0,4.0,1.0,,1.0,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,111,161,397,15,14.0,42.0,79.0,41.0,51.0,34.0,42.0,21.0,17.0,6.0,134.0,255.0,12.0,14.0,51.0,8.0,12.0,
Opposition,Opposition,220,101,157,377,7,13.0,22.0,51.0,31.0,54.0,31.0,53.0,17.0,21.0,,135.0,247.0,11.0,12.0,46.0,7.0,4.0,
