Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
20,"Brogan, Dean",28y 115d,85 (59-1-25 70.00%),31 (0.36),←,
7,"Burgoyne, Peter",29y 69d,185 (105-3-77 57.57%),179 (0.97),←,
8,"Burgoyne, Shaun",24y 169d,106 (73-0-33 68.87%),107 (1.01),←,
25,"Cassisi, Domenic",24y 198d,84 (54-1-29 64.88%),37 (0.44),←,
30,"Chaplin, Troy",21y 44d,30 (14-1-15 48.33%),2 (0.07),←,
34,"Cockshell, Adam",20y 232d,2 (2-0-0 100.00%),1 (0.50),←,
35,"Cornes, Chad",27y 147d,162 (101-1-60 62.65%),131 (0.81),←,
18,"Cornes, Kane",24y 93d,117 (74-1-42 63.68%),53 (0.45),←,
33,"Ebert, Brett",23y 141d,56 (28-1-27 50.89%),67 (1.20),←,
29,"Krakouer, Nathan",18y 338d,2 (2-0-0 100.00%),2 (1.00),←,
5,"Lade, Brendon",30y 272d,172 (97-3-72 57.27%),143 (0.83),←,
44,"Logan, Tom",21y 280d,13 (4-0-9 30.77%),2 (0.15),10 (4-0-6 40.00%),2 (0.20)
12,"Lonie, Nathan",24y 35d,83 (28-0-55 33.73%),43 (0.52),19 (8-0-11 42.11%),8 (0.42)
22,"Mahoney, Josh",29y 159d,90 (44-0-46 48.89%),85 (0.94),60 (34-0-26 56.67%),75 (1.25)
16,"Pearce, Danyle",21y 1d,31 (14-0-17 45.16%),21 (0.68),←,
36,"Pettigrew, Michael",22y 23d,33 (15-0-18 45.45%),22 (0.67),←,
15,"Rodan, David",23y 182d,67 (21-0-46 31.34%),48 (0.72),2 (2-0-0 100.00%),5 (2.50)
3,"Salopek, Steven",21y 291d,49 (28-0-21 57.14%),23 (0.47),←,
9,"Surjan, Jacob",21y 236d,25 (13-0-12 52.00%),6 (0.24),←,
28,"Thurstans, Toby",26y 237d,60 (38-1-21 64.17%),50 (0.83),←,
24,"White, Damon",23y 235d,38 (19-1-18 51.32%),37 (0.97),←,
21,"Wilson, Michael",30y 138d,170 (90-4-76 54.12%),47 (0.28),←,
Totals,Totals,24y 182d,1660 (923-18-719 55.60%),1137 (0.68),,
C,"Williams, Mark",48y 230d,191 (114-2-75 60.21%),,←,
