Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36 ↓,"Broughton, Greg",1,,3,4,,,,,1.0,,,1.0,,,,,4.0,,,,,,12.0
12,"Day, Sam",3,4,5,8,,,,,2.0,1.0,,,,,,2.0,6.0,,,5.0,,,89.0
23,"Dixon, Charlie",7,2,6,13,2,,9.0,1.0,,4.0,5.0,7.0,2.0,4.0,,12.0,3.0,,,1.0,,,95.0
41,"Garlett, Jarrod",9,3,6,15,1,1.0,,2.0,,1.0,,3.0,,1.0,,4.0,12.0,,,,,,87.0
33,"Hall, Aaron",19,5,12,31,,,,1.0,4.0,6.0,1.0,6.0,1.0,,,10.0,20.0,,1.0,,2.0,,86.0
28,"Kolodjashnij, Kade",16,5,7,23,1,,,2.0,4.0,3.0,2.0,2.0,2.0,,,12.0,10.0,,,7.0,,,89.0
40,"Lemmens, Sean",6,2,5,11,,,,2.0,2.0,1.0,,4.0,1.0,1.0,,5.0,5.0,,,3.0,1.0,,76.0
37,"Lonergan, Jesse",6,1,6,12,,,,4.0,1.0,3.0,3.0,4.0,1.0,3.0,,7.0,7.0,,,1.0,,,78.0
19,"Lynch, Tom",9,7,4,13,2,2.0,,,1.0,2.0,,1.0,,,,7.0,8.0,2.0,3.0,5.0,1.0,,95.0
7,"Malceski, Nick",12,3,6,18,,,,2.0,8.0,1.0,,,1.0,,,6.0,10.0,,,4.0,,1.0,87.0
4,"Martin, Jack",9,6,5,14,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,4.0,10.0,,1.0,,,1.0,91.0
32,"Matera, Brandon",12,5,2,14,,2.0,,1.0,2.0,1.0,,1.0,,,,3.0,11.0,,,,,1.0,90.0
17,"May, Steven",7,4,7,14,,1.0,,,5.0,1.0,2.0,1.0,,1.0,,5.0,7.0,1.0,,4.0,,,97.0
18,"McKenzie, Trent",6,2,1,7,2,1.0,,,,1.0,,2.0,1.0,,,4.0,3.0,,1.0,1.0,,,80.0
44,"Miller, Touk",10,3,9,19,,,,6.0,1.0,4.0,6.0,6.0,,1.0,,9.0,10.0,,,1.0,,,84.0
35,"Rischitelli, Michael",14,6,7,21,,1.0,,4.0,2.0,5.0,4.0,3.0,1.0,2.0,,11.0,9.0,,,1.0,,1.0,79.0
8 ↑,"Russell, Luke",7,2,7,14,,,,4.0,2.0,2.0,2.0,1.0,,,,4.0,10.0,,,,1.0,,65.0
20,"Schade, Henry",4,2,5,9,,,,2.0,1.0,,,1.0,1.0,,,4.0,4.0,,,4.0,,,85.0
26,"Shaw, Matt",9,6,7,16,,,,2.0,2.0,,1.0,,2.0,,,5.0,11.0,,,3.0,,,78.0
2,"Smith, Zac",3,1,8,11,,,20.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,,8.0,3.0,,,4.0,,,83.0
25,"Stanley, Danny",16,3,6,22,1,1.0,,2.0,2.0,5.0,3.0,1.0,2.0,1.0,,9.0,13.0,,,,,,78.0
16,"Thompson, Rory",6,5,4,10,,,,2.0,3.0,,,1.0,,,,6.0,3.0,3.0,,1.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,77,128,319,9,10.0,29.0,43.0,45.0,44.0,32.0,50.0,17.0,17.0,,137.0,179.0,6.0,6.0,45.0,5.0,4.0,
Opposition,Opposition,237,113,179,416,19,13.0,30.0,56.0,33.0,70.0,37.0,47.0,17.0,17.0,6.0,151.0,264.0,15.0,20.0,40.0,8.0,14.0,
