North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",21y 358d,84 (46-0-38 54.76%),10 (0.12),←,
3,"Bastinac, Ryan",23y 76d,102 (57-0-45 55.88%),58 (0.57),←,
35,"Black, Aaron",23y 281d,45 (27-0-18 60.00%),62 (1.38),←,
50,"Brown, Ben",21y 290d,9 (8-0-1 88.89%),16 (1.78),←,
10,"Cunnington, Ben",23y 68d,97 (52-0-45 53.61%),42 (0.43),←,
15,"Dal Santo, Nick",30y 196d,283 (160-5-118 57.42%),148 (0.52),23 (15-0-8 65.22%),8 (0.35)
11,"Firrito, Michael",30y 283d,228 (114-2-112 50.44%),29 (0.13),←,
43,"Gibson, Sam",28y 102d,58 (35-0-23 60.34%),22 (0.38),←,
22,"Goldstein, Todd",26y 67d,123 (65-1-57 53.25%),57 (0.46),←,
24,"Greenwood, Levi",25y 199d,72 (39-1-32 54.86%),25 (0.35),←,
17,"Grima, Nathan",29y 32d,84 (46-1-37 55.36%),1 (0.01),←,
5,"Jacobs, Ben",22y 240d,46 (17-0-29 36.96%),8 (0.17),20 (12-0-8 60.00%),3 (0.15)
34,"Macmillan, Jamie",22y 348d,63 (36-0-27 57.14%),26 (0.41),←,
21,"McDonald, Luke",19y 209d,21 (13-0-8 61.90%),,←,
20,"Petrie, Drew",31y 326d,267 (132-3-132 50.00%),352 (1.32),←,
9,"Swallow, Andrew",27y 96d,162 (79-1-82 49.07%),72 (0.44),←,
12,"Thomas, Lindsay",26y 190d,151 (73-2-76 49.01%),246 (1.63),←,
16,"Thompson, Scott",28y 120d,134 (63-2-69 47.76%),6 (0.04),←,
40,"Turner, Kayne",18y 249d,4 (4-0-0 100.00%),7 (1.75),←,
8,"Wells, Daniel",29y 215d,220 (113-2-105 51.82%),145 (0.66),←,
19,"Wright, Sam",24y 53d,82 (43-0-39 52.44%),54 (0.66),←,
7,"Ziebell, Jack",23y 190d,98 (48-0-50 48.98%),55 (0.56),←,
Totals,Totals,25y 157d,2433 (1270-20-1143 52.20%),1441 (0.59),,
C,"Scott, Brad",38y 126d,112 (60-0-52 53.57%),,←,
