Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",25y 301d,153 (72-0-81 47.06%),134 (0.88),←,
7,"Brown, Nathan",26y 67d,141 (65-3-73 47.16%),217 (1.54),4 (1-0-3 25.00%),11 (2.75)
17,"Campbell, Wayne",31y 207d,260 (119-1-140 45.96%),158 (0.61),←,
6,"Chaffey, Mark",26y 347d,126 (55-0-71 43.65%),27 (0.21),←,
24,"Coughlan, Mark",21y 363d,46 (15-0-31 32.61%),24 (0.52),←,
14,"Fiora, Aaron",22y 364d,65 (30-0-35 46.15%),22 (0.34),←,
2,"Gaspar, Darren",27y 333d,180 (82-0-98 45.56%),19 (0.11),159 (75-0-84 47.17%),18 (0.11)
20,"Hall, Ray",23y 173d,51 (23-0-28 45.10%),23 (0.45),←,
33,"Hartigan, Brent",19y 10d,4 (1-0-3 25.00%),,←,
31,"Hyde, Chris",21y 252d,12 (1-0-11 8.33%),1 (0.08),←,
28,"Johnson, Kane",26y 33d,128 (63-0-65 49.22%),54 (0.42),24 (8-0-16 33.33%),10 (0.42)
39,"Kellaway, Andrew",28y 146d,129 (58-0-71 44.96%),23 (0.18),←,
27,"Krakouer, Andrew",21y 73d,38 (11-0-27 28.95%),39 (1.03),←,
15,"Marsh, Ben",27y 283d,49 (25-0-24 51.02%),17 (0.35),1 (0-0-1 0.00%),
16,"Morrison, Shane",23y 98d,9 (5-1-3 61.11%),2 (0.22),4 (1-0-3 25.00%),2 (0.50)
35,"Newman, Chris",21y 335d,39 (11-0-28 28.21%),6 (0.15),←,
5,"Ottens, Brad",24y 83d,115 (50-0-65 43.48%),138 (1.20),←,
8,"Pettifer, Kayne",22y 86d,28 (14-0-14 50.00%),19 (0.68),←,
22,"Roach, Tom",18y 228d,1 (0-0-1 0.00%),,←,
25,"Schulz, Jay",18y 365d,7 (3-0-4 42.86%),4 (0.57),←,
32,"Tivendale, Greg",24y 364d,107 (46-0-61 42.99%),86 (0.80),←,
36,"Zantuck, Ty",22y 62d,58 (19-0-39 32.76%),16 (0.28),←,
Totals,Totals,23y 357d,1746 (768-5-973 43.99%),1029 (0.59),,
C,"Frawley, Danny",40y 222d,95 (42-0-53 44.21%),,←,
